Weather City,Year,Month,Mean Max Temp,Mean Min Temp,Mean Temp,Total Rain,Total Snow,Total Precip
Dawson Creek,2013.0,10,12.066666666666666,-0.1551724137931034,6.0777777777777775,0.0,0.0,29.4
Dawson Creek,2013.0,11,-3.709090909090909,-16.39090909090909,-10.068181818181818,0.0,0.0,16.2
Dawson Creek,2013.0,12,-8.455555555555556,-20.64,-13.81111111111111,0.0,0.0,20.9
Dawson Creek,2014.0,1,-0.168,-12.876,-6.524,0.0,0.0,6.0
Dawson Creek,2014.0,2,-12.01851851851852,-23.77037037037037,-17.914814814814815,0.0,0.0,10.4
Dawson Creek,2014.0,3,-4.9222222222222225,-16.642857142857142,-10.607407407407406,0.0,0.0,7.1000000000000005
Dawson Creek,2014.0,4,8.52,-3.21,2.6599999999999997,0.0,0.0,16.7
Dawson Creek,2014.0,5,16.787096774193547,1.6806451612903224,9.270967741935484,0.0,0.0,4.3
Dawson Creek,2014.0,6,21.13103448275862,6.5,13.83793103448276,0.0,0.0,44.599999999999994
Dawson Creek,2014.0,7,25.459999999999997,9.496666666666666,17.496666666666666,0.0,0.0,52.4
Dawson Creek,2014.0,8,24.24516129032258,7.496774193548387,15.9,0.0,0.0,4.1
Dawson Creek,2014.0,9,17.39333333333333,3.6166666666666663,10.526666666666667,0.0,0.0,33.2
Dawson Creek,2014.0,10,9.803333333333336,-0.5709677419354838,4.5233333333333325,0.0,0.0,42.5
Dawson Creek,2014.0,11,-5.396428571428571,-17.148275862068967,-11.335714285714284,0.0,0.0,27.4
Dawson Creek,2014.0,12,-7.003448275862069,-18.644827586206898,-12.844827586206897,0.0,0.0,10.8
Dawson Creek,2015.0,1,-4.518518518518518,-13.95185185185185,-9.248148148148148,0.0,0.0,22.3
Dawson Creek,2015.0,2,-4.039285714285714,-13.1,-8.585714285714285,0.0,0.0,9.6
Dawson Creek,2015.0,3,5.706451612903226,-4.125806451612903,0.7903225806451611,0.0,0.0,18.3
Dawson Creek,2015.0,4,11.423333333333334,-0.6933333333333332,5.39,0.0,0.0,29.2
Dawson Creek,2015.0,5,18.616129032258065,2.532258064516129,10.603225806451611,0.0,0.0,37.0
Dawson Creek,2015.0,6,21.77692307692308,9.088888888888889,15.36923076923077,0.0,0.0,69.0
Dawson Creek,2015.0,7,23.853333333333335,10.636666666666668,17.263333333333332,0.0,0.0,16.6
Dawson Creek,2015.0,8,21.31935483870968,7.674193548387097,14.525806451612905,0.0,0.0,42.3
Dawson Creek,2015.0,9,15.273333333333332,2.42,8.876666666666667,0.0,0.0,32.800000000000004
Dawson Creek,2015.0,10,12.07,-1.0193548387096774,5.513333333333334,0.0,0.0,35.7
Dawson Creek,2015.0,11,2.5133333333333336,-9.196666666666664,-3.353333333333333,0.0,0.0,6.5
Dawson Creek,2015.0,12,-7.141379310344828,-17.375862068965517,-12.279310344827588,0.0,0.0,5.6
Dawson Creek,2016.0,1,-5.583870967741936,-15.74516129032258,-10.680645161290323,0.0,0.0,14.1
Dawson Creek,2016.0,2,2.817857142857143,-7.4071428571428575,-2.2964285714285713,0.0,0.0,3.6
Dawson Creek,2016.0,3,4.674193548387097,-5.825806451612903,-0.5806451612903226,0.0,0.0,24.2
Dawson Creek,2016.0,4,14.773076923076925,0.5384615384615385,7.684615384615385,0.0,0.0,18.7
Dawson Creek,2016.0,5,16.506896551724136,2.389655172413793,9.479310344827583,0.0,0.0,56.7
Dawson Creek,2016.0,6,20.792,8.328,14.588,0.0,0.0,168.2
Dawson Creek,2016.0,7,22.661538461538463,9.946153846153846,16.342307692307692,0.0,0.0,53.5
Dawson Creek,2016.0,8,20.04285714285714,9.51904761904762,14.795238095238094,0.0,0.0,110.2
Dawson Creek,2016.0,9,16.31851851851852,2.9333333333333336,9.655555555555557,0.0,0.0,38.3
Dawson Creek,2016.0,10,2.3260869565217392,-3.6208333333333336,-0.7478260869565218,0.0,0.0,38.7
Dawson Creek,2016.0,11,2.0037037037037035,-8.070370370370371,-3.025925925925926,0.0,0.0,15.5
Dawson Creek,2016.0,12,-7.31904761904762,-17.854545454545455,-12.38095238095238,0.0,0.0,0.0
Dawson Creek,2017.0,1,-1.4666666666666663,-10.42777777777778,-5.938888888888889,0.0,0.0,4.6
Dawson Creek,2017.0,2,-4.466666666666667,-15.480952380952385,-9.995238095238095,0.0,0.0,2.4000000000000004
Dawson Creek,2017.0,3,1.1949999999999998,-10.215,-4.5200000000000005,0.0,0.0,10.5
Dawson Creek,2017.0,4,8.709999999999999,-1.1238095238095238,3.815,0.0,0.0,29.6
Dawson Creek,2017.0,5,18.6,4.95,11.804166666666667,0.0,0.0,59.7
Dawson Creek,2017.0,6,21.279166666666665,7.6875,14.508333333333333,0.0,0.0,47.1
Dawson Creek,2017.0,7,22.714285714285715,9.634482758620688,16.192857142857143,0.0,0.0,2.0
Dawson Creek,2017.0,8,23.34193548387097,9.380645161290325,16.387096774193548,0.0,0.0,0.0
Dawson Creek,2017.0,9,18.56,4.508,11.56,0.0,0.0,0.0
Dawson Creek,2017.0,10,10.866666666666664,-0.6,5.144444444444445,0.0,0.0,19.3
Dawson Creek,2017.0,11,-6.3090909090909095,-16.360869565217392,-11.195454545454544,0.0,0.0,0.0
Dawson Creek,2017.0,12,-1.235714285714286,-11.075,-6.164285714285714,0.0,0.0,0.0
Dawson Creek,2018.0,1,-5.173684210526315,-14.221052631578948,-9.710526315789474,0.0,0.0,0.0
Dawson Creek,2018.0,2,-9.336363636363636,-20.477272727272727,-14.936363636363636,0.0,0.0,19.9
Dawson Creek,2018.0,3,-0.933333333333333,-12.22857142857143,-6.590476190476191,0.0,0.0,0.0
Dawson Creek,2018.0,4,5.004,-8.012,-1.504,0.0,0.0,0.0
Dawson Creek,2018.0,5,20.853571428571428,5.942857142857143,13.414285714285716,0.0,0.0,0.0
Dawson Creek,2018.0,6,21.264,8.457692307692309,14.9,0.0,0.0,0.0
Dawson Creek,2018.0,7,22.583333333333332,10.378947368421052,16.505555555555556,0.0,0.0,113.2
Dawson Creek,2018.0,8,22.376666666666665,8.823333333333332,15.63,0.0,0.0,7.2
Dawson Creek,2018.0,9,11.317391304347826,-0.3478260869565217,5.504347826086956,0.0,0.0,39.4
Dawson Creek,2018.0,10,9.960714285714284,-2.9285714285714284,3.5285714285714285,0.0,0.0,27.0
Dawson Creek,2018.0,11,1.0758620689655174,-8.23103448275862,-3.5931034482758624,0.0,0.0,28.7
Dawson Creek,2018.0,12,-4.612903225806452,-14.741935483870968,-9.706451612903225,0.0,0.0,19.4
Dawson Creek,2019.0,1,-3.274193548387097,-13.4,-8.348387096774195,0.0,0.0,10.4
Dawson Creek,2019.0,2,-14.328571428571427,-27.36785714285714,-20.875,0.0,0.0,3.3
Dawson Creek,2019.0,3,3.164516129032258,-10.964516129032257,-3.9,0.0,0.0,0.0
Dawson Creek,2019.0,4,9.586666666666668,-2.43,3.5933333333333333,0.0,0.0,6.0
Dawson Creek,2019.0,5,17.27,2.8466666666666667,10.073333333333332,0.0,0.0,0.0
Dawson Creek,2019.0,6,19.703333333333333,7.123333333333333,13.43,0.0,0.0,0.0
Dawson Creek,2019.0,7,20.596666666666668,9.41,15.026666666666667,0.0,0.0,57.7
Dawson Creek,2019.0,8,18.883870967741935,6.774193548387097,12.85483870967742,0.0,0.0,71.7
Dawson Creek,2019.0,9,15.320689655172414,4.358620689655172,9.855172413793104,0.0,0.0,18.200000000000003
Dawson Creek,2019.0,10,7.458064516129032,-2.896774193548387,2.2838709677419353,0.0,0.0,25.6
Dawson Creek,2019.0,11,0.7300000000000002,-9.04,-4.16,0.0,0.0,18.1
Dawson Creek,2019.0,12,-2.5935483870967744,-14.529032258064516,-8.577419354838709,0.0,0.0,3.3
Dawson Creek,2020.0,1,-9.216129032258063,-21.335483870967742,-15.30967741935484,0.0,0.0,20.1
Dawson Creek,2020.0,2,-1.0275862068965516,-12.703448275862067,-6.886206896551724,0.0,0.0,36.2
Dawson Creek,2020.0,3,-2.716666666666667,-15.093333333333334,-8.923333333333334,0.0,0.0,5.7
Dawson Creek,2020.0,4,8.12,-5.473333333333333,1.3299999999999998,0.0,0.0,4.7
Dawson Creek,2020.0,5,15.964516129032257,2.903225806451613,9.461290322580645,0.0,0.0,35.699999999999996
Dawson Creek,2020.0,6,18.866666666666667,8.41,13.666666666666666,0.0,0.0,0.9
Dawson Creek,2020.0,7,21.509677419354837,10.44516129032258,15.996774193548386,0.0,0.0,0.0
Dawson Creek,2020.0,8,21.276470588235295,7.735294117647059,14.523529411764706,0.0,0.0,0.0
Dawson Creek,2020.0,9,17.413333333333334,4.326666666666667,10.906666666666666,0.0,0.0,0.0
Dawson Creek,2020.0,10,6.738709677419355,-4.461290322580646,1.1516129032258065,0.0,0.0,8.8
Dawson Creek,2020.0,11,-0.610344827586207,-11.875862068965516,-6.258620689655173,0.0,0.0,18.6
Dawson Creek,2020.0,12,-1.5096774193548386,-10.858064516129032,-6.199999999999999,0.0,0.0,1.7999999999999998
Dawson Creek,2021.0,1,-1.9903225806451617,-12.119354838709675,-7.070967741935483,0.0,0.0,8.5
Dawson Creek,2021.0,2,-10.066666666666666,-21.15,-15.625,0.0,0.0,14.2
Dawson Creek,2021.0,3,3.5870967741935487,-7.725806451612903,-2.083870967741935,0.0,0.0,14.7
Dawson Creek,2021.0,4,9.963333333333331,-3.896666666666667,3.036666666666666,0.0,0.0,8.6
Dawson Creek,2021.0,5,17.05806451612903,2.774193548387097,9.938709677419356,0.0,0.0,19.2
Dawson Creek,2021.0,6,24.0,8.666666666666666,16.36,0.0,0.0,15.1
Dawson Creek,2021.0,7,23.97,10.15,17.086666666666666,0.0,0.0,30.299999999999997
Dawson Creek,2021.0,8,22.280645161290323,8.83548387096774,15.583870967741936,0.0,0.0,60.3
Dawson Creek,2021.0,9,17.53793103448276,4.837931034482759,11.217241379310344,0.0,0.0,28.4
Dawson Creek,2021.0,10,7.903225806451613,-1.8903225806451611,3.019354838709677,0.0,0.0,25.9
Dawson Creek,2021.0,11,2.52,-8.903333333333334,-3.2,0.0,0.0,31.0
Dawson Creek,2021.0,12,-11.74516129032258,-22.203225806451613,-17.003225806451614,0.0,0.0,8.3
Dease Lake,1944.0,10,6.8,-0.6,3.1,30.2,10.7,40.9
Dease Lake,1944.0,11,-4.2,-9.7,-7.0,0.0,21.1,21.1
Dease Lake,1944.0,12,-7.1,-14.1,-10.6,0.0,3.0,3.0
Dease Lake,1945.0,1,-9.4,-17.2,-13.3,0.0,33.8,33.8
Dease Lake,1945.0,2,-4.5,-15.1,-9.8,0.0,19.6,19.6
Dease Lake,1945.0,3,1.8,-9.5,-3.9,0.0,7.9,7.9
Dease Lake,1945.0,4,2.9,-8.7,-2.9,0.3,7.4,7.6
Dease Lake,1945.0,5,16.3,-1.3,7.5,1.3,0.0,1.3
Dease Lake,1945.0,6,15.6,3.4,9.5,27.7,0.0,27.7
Dease Lake,1945.0,7,17.2,5.4,11.3,62.7,0.0,62.7
Dease Lake,1945.0,8,20.0,3.9,12.0,8.9,0.0,8.9
Dease Lake,1945.0,9,11.6,1.5,6.6,39.6,3.6,43.2
Dease Lake,1946.0,10,5.9,-3.8,1.1,13.7,26.2,39.9
Dease Lake,1946.0,11,-6.2,-15.6,-10.9,1.8,23.4,25.1
Dease Lake,1946.0,12,-14.5,-23.0,-18.8,0.0,25.7,25.7
Dease Lake,1947.0,1,-12.9,-23.3,-18.1,0.0,57.7,57.7
Dease Lake,1947.0,2,-9.5,-20.6,-15.1,0.3,25.9,26.2
Dease Lake,1947.0,3,2.5,-10.2,-3.9,1.0,0.5,1.5
Dease Lake,1947.0,4,6.4,-4.6,0.9,3.3,5.6,8.9
Dease Lake,1947.0,5,15.5,-1.3,7.1,9.4,0.0,9.4
Dease Lake,1947.0,6,18.6,3.1,10.9,40.4,0.0,40.4
Dease Lake,1947.0,7,19.8,5.9,12.9,71.6,0.0,71.6
Dease Lake,1947.0,8,16.2,4.0,10.1,68.1,0.0,68.1
Dease Lake,1947.0,9,14.8,2.6,8.7,43.9,0.0,43.9
Dease Lake,1947.0,10,8.6,-2.5,3.1,7.6,4.1,11.7
Dease Lake,1947.0,11,-0.6,-8.2,-4.4,1.5,28.4,30.0
Dease Lake,1947.0,12,-6.1,-14.3,-10.2,0.0,29.0,29.0
Dease Lake,1948.0,1,-5.9,-14.9,-10.4,0.3,15.0,15.2
Dease Lake,1948.0,2,-12.7,-24.6,-18.7,0.0,27.2,27.2
Dease Lake,1948.0,3,-3.0,-17.2,-10.1,0.0,33.0,33.0
Dease Lake,1948.0,4,2.8,-12.2,-4.7,0.5,9.7,10.2
Dease Lake,1948.0,5,17.1,1.7,9.4,18.0,1.0,19.1
Dease Lake,1948.0,6,22.8,3.8,13.3,9.7,0.3,9.9
Dease Lake,1948.0,7,20.2,6.3,13.3,50.8,0.0,50.8
Dease Lake,1948.0,8,18.7,4.3,11.5,79.2,1.8,81.0
Dease Lake,1948.0,9,12.7,1.0,6.9,31.8,1.5,33.3
Dease Lake,1948.0,10,6.8,-2.7,2.1,5.3,33.5,38.9
Dease Lake,1948.0,11,-3.6,-10.9,-7.3,1.0,26.4,27.4
Dease Lake,1948.0,12,-14.8,-24.6,-19.7,0.0,36.8,36.8
Dease Lake,1949.0,1,-9.6,-20.9,-15.3,0.0,38.1,38.1
Dease Lake,1949.0,2,-13.8,-26.6,-20.2,0.0,28.4,28.4
Dease Lake,1949.0,3,2.3,-11.6,-4.7,0.3,3.3,3.6
Dease Lake,1949.0,4,7.2,-2.4,2.4,2.3,10.4,12.7
Dease Lake,1949.0,5,13.5,-1.3,6.1,33.8,4.1,37.8
Dease Lake,1949.0,6,15.4,1.9,8.7,21.6,7.1,28.7
Dease Lake,1949.0,7,18.1,5.7,11.9,83.8,0.0,83.8
Dease Lake,1949.0,8,17.8,3.8,10.8,85.9,0.0,85.9
Dease Lake,1949.0,9,15.4,2.1,8.8,81.3,0.0,81.3
Dease Lake,1949.0,10,4.9,-2.8,1.1,8.1,29.5,37.6
Dease Lake,1949.0,11,1.4,-5.1,-1.9,7.6,21.8,29.5
Dease Lake,1949.0,12,-14.8,-24.1,-19.5,0.0,38.4,38.4
Dease Lake,1950.0,1,-22.3,-33.6,-28.0,0.0,16.3,16.3
Dease Lake,1950.0,2,-12.6,-22.8,-17.7,0.0,23.6,23.6
Dease Lake,1950.0,3,0.1,-14.3,-7.1,0.0,8.4,8.4
Dease Lake,1950.0,4,4.3,-7.2,-1.5,1.0,14.0,15.0
Dease Lake,1950.0,5,12.1,-1.1,5.5,1.0,7.9,8.9
Dease Lake,1950.0,6,23.3,4.5,13.9,24.6,0.0,24.6
Dease Lake,1950.0,7,19.1,5.1,12.1,70.4,0.0,70.4
Dease Lake,1950.0,8,18.8,3.4,11.1,42.7,0.0,42.7
Dease Lake,1950.0,9,16.9,0.9,8.9,18.8,0.0,18.8
Dease Lake,1950.0,10,4.2,-6.9,-1.4,0.0,22.4,22.4
Dease Lake,1950.0,11,-11.4,-20.9,-16.2,0.0,59.4,59.4
Dease Lake,1950.0,12,-10.9,-19.2,-15.1,0.0,38.6,38.6
Dease Lake,1951.0,1,-16.0,-25.6,-20.8,0.0,15.2,15.2
Dease Lake,1951.0,2,-9.6,-20.3,-15.0,0.0,20.3,20.3
Dease Lake,1951.0,3,-4.6,-16.2,-10.4,11.4,18.8,30.2
Dease Lake,1951.0,4,7.0,-5.4,0.8,0.3,7.6,7.9
Dease Lake,1951.0,5,14.1,-0.5,6.8,19.6,0.0,19.6
Dease Lake,1951.0,6,17.3,3.2,10.3,18.5,0.0,18.5
Dease Lake,1951.0,7,23.8,7.2,15.5,10.4,0.0,10.4
Dease Lake,1951.0,8,19.2,4.6,11.9,51.3,0.0,51.3
Dease Lake,1951.0,9,16.2,1.0,8.6,13.7,0.0,13.7
Dease Lake,1951.0,10,1.9,-6.7,-2.4,18.3,7.6,25.9
Dease Lake,1951.0,11,-5.2,-14.4,-9.8,6.4,33.3,39.6
Dease Lake,1951.0,12,-14.8,-24.5,-19.7,5.6,38.4,43.9
Dease Lake,1952.0,1,-19.3,-28.0,-23.7,0.0,70.4,70.4
Dease Lake,1952.0,2,-5.6,-18.8,-12.2,0.0,21.6,21.6
Dease Lake,1952.0,3,-1.2,-13.3,-7.3,0.0,25.4,25.4
Dease Lake,1952.0,4,5.4,-5.7,-0.2,0.5,6.9,7.4
Dease Lake,1952.0,5,13.2,-0.3,6.5,13.2,1.5,14.7
Dease Lake,1952.0,6,16.1,3.8,10.0,56.6,0.0,56.6
Dease Lake,1952.0,7,19.8,5.9,12.9,63.8,0.0,63.8
Dease Lake,1952.0,8,18.6,5.2,11.9,78.2,0.0,78.2
Dease Lake,1952.0,9,12.8,2.6,7.7,62.2,0.0,62.2
Dease Lake,1952.0,10,8.6,-0.8,3.9,32.5,2.5,35.1
Dease Lake,1952.0,11,0.8,-6.9,-3.1,0.5,10.4,10.9
Dease Lake,1952.0,12,-9.6,-17.9,-13.8,0.0,9.4,9.4
Dease Lake,1953.0,1,-19.4,-28.6,-24.0,0.0,37.6,37.6
Dease Lake,1953.0,2,-1.8,-12.9,-7.4,0.0,6.4,6.4
Dease Lake,1953.0,3,-0.9,-14.7,-7.8,0.0,62.5,62.5
Dease Lake,1953.0,4,6.9,-5.7,0.6,0.0,3.0,3.0
Dease Lake,1953.0,5,15.3,-0.2,7.6,22.9,1.0,23.9
Dease Lake,1953.0,6,18.7,4.3,11.5,57.4,0.0,57.4
Dease Lake,1953.0,7,19.5,6.3,12.9,72.4,0.0,72.4
Dease Lake,1953.0,8,18.2,6.4,12.3,57.7,0.0,57.7
Dease Lake,1953.0,9,11.9,2.3,7.1,42.7,1.8,44.5
Dease Lake,1953.0,10,7.5,-0.9,3.3,10.7,31.5,42.2
Dease Lake,1953.0,11,-4.1,-11.7,-7.9,0.0,58.4,58.4
Dease Lake,1953.0,12,-7.0,-15.6,-11.3,0.0,47.0,47.0
Dease Lake,1954.0,1,-18.3,-27.9,-23.1,0.0,31.8,31.8
Dease Lake,1954.0,2,-7.4,-17.9,-12.7,0.0,26.9,26.9
Dease Lake,1954.0,3,0.3,-16.3,-8.0,0.0,13.7,13.7
Dease Lake,1954.0,4,0.0,-14.0,-7.0,0.0,17.5,17.5
Dease Lake,1954.0,5,14.0,-0.2,6.9,33.3,0.0,33.3
Dease Lake,1954.0,6,18.5,3.2,10.9,25.7,0.0,25.7
Dease Lake,1954.0,7,17.8,5.3,11.6,48.8,0.0,48.8
Dease Lake,1954.0,8,21.2,5.7,13.5,40.1,0.0,40.1
Dease Lake,1954.0,9,15.3,1.2,8.3,26.2,0.0,26.2
Dease Lake,1954.0,10,6.7,-3.8,1.5,13.7,2.8,16.5
Dease Lake,1954.0,11,-0.3,-7.5,-3.9,4.1,45.0,49.0
Dease Lake,1954.0,12,-7.7,-17.6,-12.7,0.3,65.0,65.3
Dease Lake,1955.0,1,-8.5,-17.2,-12.9,0.0,20.6,20.6
Dease Lake,1955.0,2,-7.3,-18.7,-13.0,0.0,29.2,29.2
Dease Lake,1955.0,3,-4.1,-16.8,-10.5,0.0,46.2,46.2
Dease Lake,1955.0,4,6.6,-6.4,0.1,0.3,5.3,5.6
Dease Lake,1955.0,5,11.8,-1.9,5.0,1.5,4.6,6.1
Dease Lake,1955.0,6,16.9,2.6,9.8,17.3,1.5,18.8
Dease Lake,1955.0,7,20.4,5.7,13.1,80.5,0.0,80.5
Dease Lake,1955.0,8,16.1,3.6,9.9,54.4,0.0,54.4
Dease Lake,1955.0,9,12.6,0.0,6.3,41.4,0.0,41.4
Dease Lake,1955.0,10,4.8,-4.2,0.3,3.6,23.4,26.9
Dease Lake,1955.0,11,-13.3,-22.6,-18.0,0.0,5.6,5.6
Dease Lake,1955.0,12,-19.4,-28.8,-24.1,0.0,14.0,14.0
Dease Lake,1956.0,1,-16.2,-26.1,-21.2,0.0,6.9,6.9
Dease Lake,1956.0,2,-10.3,-21.5,-15.9,0.0,54.1,54.1
Dease Lake,1956.0,3,-1.8,-14.7,-8.3,0.0,14.2,14.2
Dease Lake,1956.0,4,7.4,-5.5,1.0,0.0,4.1,4.1
Dease Lake,1956.0,5,14.7,-1.2,6.8,4.8,1.0,5.8
Dease Lake,1956.0,6,16.3,1.9,9.1,52.1,0.0,52.1
Dease Lake,1956.0,7,21.4,5.1,13.3,63.0,0.0,63.0
Dease Lake,1956.0,8,19.0,6.1,12.6,44.2,0.0,44.2
Dease Lake,1956.0,9,12.9,0.9,6.9,31.5,3.6,35.1
Dease Lake,1956.0,10,3.3,-5.3,-1.0,2.8,23.1,25.9
Dease Lake,1956.0,11,1.3,-8.1,-3.4,0.0,26.4,26.4
Dease Lake,1956.0,12,-13.1,-21.3,-17.2,0.0,46.2,46.2
Dease Lake,1957.0,1,-16.8,-26.6,-21.7,0.0,11.2,11.2
Dease Lake,1957.0,2,-6.8,-20.6,-13.7,0.0,14.2,14.2
Dease Lake,1957.0,3,2.3,-13.9,-5.8,0.0,34.0,34.0
Dease Lake,1957.0,4,6.9,-4.6,1.2,0.0,9.4,9.4
Dease Lake,1957.0,5,15.6,0.4,8.0,23.6,6.9,30.5
Dease Lake,1957.0,6,19.7,3.7,11.7,46.2,0.0,46.2
Dease Lake,1957.0,7,19.1,5.0,12.1,37.6,0.0,37.6
Dease Lake,1957.0,8,21.3,5.6,13.5,57.9,0.0,57.9
Dease Lake,1957.0,9,17.6,3.0,10.3,26.2,0.0,26.2
Dease Lake,1957.0,10,7.4,-4.8,1.3,3.8,0.5,4.3
Dease Lake,1957.0,11,-0.5,-7.7,-4.1,6.4,23.6,30.0
Dease Lake,1957.0,12,-11.7,-19.2,-15.5,0.0,23.4,23.4
Dease Lake,1958.0,1,-8.1,-17.2,-12.7,3.3,20.8,24.1
Dease Lake,1958.0,2,-11.5,-21.8,-16.7,0.0,15.2,15.2
Dease Lake,1958.0,3,0.6,-14.4,-6.9,0.0,24.6,24.6
Dease Lake,1958.0,4,9.5,-4.8,2.4,1.3,5.8,7.1
Dease Lake,1958.0,5,15.5,0.7,8.1,8.9,5.1,14.0
Dease Lake,1958.0,6,23.9,5.2,14.6,25.1,0.0,25.1
Dease Lake,1958.0,7,22.8,7.4,15.1,43.2,0.0,43.2
Dease Lake,1958.0,8,18.2,4.4,11.3,39.1,0.0,39.1
Dease Lake,1958.0,9,12.4,-0.2,6.1,33.3,2.5,35.8
Dease Lake,1958.0,10,6.3,-2.7,1.8,15.0,29.7,44.7
Dease Lake,1958.0,11,-3.1,-10.7,-6.9,0.5,27.4,27.9
Dease Lake,1958.0,12,-10.4,-19.3,-14.9,0.3,33.5,33.8
Dease Lake,1959.0,1,-20.9,-27.9,-24.4,0.0,26.9,26.9
Dease Lake,1959.0,2,-5.7,-17.6,-11.7,2.5,17.0,19.6
Dease Lake,1959.0,3,1.9,-10.1,-4.1,0.0,29.7,29.7
Dease Lake,1959.0,4,7.1,-5.4,0.9,10.4,15.7,26.2
Dease Lake,1959.0,5,11.3,-0.2,5.6,26.7,5.8,32.5
Dease Lake,1959.0,6,18.0,4.0,11.0,78.7,0.0,78.7
Dease Lake,1959.0,7,18.4,5.4,11.9,25.4,0.0,25.4
Dease Lake,1959.0,8,14.7,4.2,9.5,73.4,0.0,73.4
Dease Lake,1959.0,9,12.3,1.8,7.1,41.4,0.0,41.4
Dease Lake,1959.0,10,3.2,-4.7,-0.8,28.7,26.2,54.9
Dease Lake,1959.0,11,-1.9,-12.2,-7.1,7.1,21.3,28.4
Dease Lake,1959.0,12,-3.1,-12.7,-7.9,0.8,40.9,41.7
Dease Lake,1960.0,1,-12.1,-20.6,-16.4,0.0,32.0,32.0
Dease Lake,1960.0,2,-5.1,-15.3,-10.2,0.0,23.6,23.6
Dease Lake,1960.0,3,-2.8,-14.8,-8.8,0.0,11.4,11.4
Dease Lake,1960.0,4,8.7,-3.9,2.4,8.9,3.8,12.7
Dease Lake,1960.0,5,13.4,-0.2,6.6,14.0,0.3,14.2
Dease Lake,1960.0,6,15.2,3.7,9.5,53.3,0.0,53.3
Dease Lake,1960.0,7,18.7,5.3,12.0,25.9,0.0,25.9
Dease Lake,1960.0,8,18.4,5.1,11.8,23.6,0.0,23.6
Dease Lake,1960.0,9,12.9,1.9,7.4,39.4,0.0,39.4
Dease Lake,1960.0,10,5.7,-1.2,2.3,42.9,27.4,70.4
Dease Lake,1960.0,11,-3.7,-12.4,-8.1,12.7,19.1,31.8
Dease Lake,1960.0,12,-5.2,-13.4,-9.3,0.0,35.6,35.6
Dease Lake,1961.0,1,-11.1,-19.7,-15.4,0.0,14.7,14.7
Dease Lake,1961.0,2,-7.4,-17.7,-12.6,0.0,18.0,18.0
Dease Lake,1961.0,3,0.7,-11.9,-5.6,0.0,15.5,15.5
Dease Lake,1961.0,4,7.1,-3.9,1.6,0.5,42.2,42.7
Dease Lake,1961.0,5,12.2,-0.7,5.8,29.2,7.4,36.6
Dease Lake,1961.0,6,17.3,4.2,10.8,47.8,0.0,47.8
Dease Lake,1961.0,7,21.2,6.6,13.9,32.8,0.0,32.8
Dease Lake,1961.0,8,19.1,4.9,12.0,30.5,0.0,30.5
Dease Lake,1961.0,9,13.1,-0.1,6.5,44.7,0.5,45.2
Dease Lake,1961.0,10,4.2,-4.6,-0.2,51.3,74.7,126.0
Dease Lake,1961.0,11,-6.3,-16.5,-11.4,0.0,24.4,24.4
Dease Lake,1961.0,12,-12.9,-22.3,-17.6,0.0,36.3,36.3
Dease Lake,1962.0,1,-10.7,-22.0,-16.4,0.8,36.1,36.8
Dease Lake,1962.0,2,-8.8,-22.8,-15.8,0.0,16.0,16.0
Dease Lake,1962.0,3,-1.7,-16.6,-9.2,0.0,37.3,37.3
Dease Lake,1962.0,4,6.3,-5.4,0.5,1.0,15.0,16.0
Dease Lake,1962.0,5,11.6,-2.1,4.8,12.7,5.1,17.8
Dease Lake,1962.0,6,14.9,2.6,8.8,82.6,9.7,92.2
Dease Lake,1962.0,7,20.4,5.6,13.0,100.6,28.7,129.3
Dease Lake,1962.0,8,16.9,5.9,11.4,107.7,0.0,107.7
Dease Lake,1962.0,9,12.4,0.6,6.5,37.6,0.0,37.6
Dease Lake,1962.0,10,6.8,-2.3,2.3,13.7,12.7,22.9
Dease Lake,1962.0,11,-1.7,-9.0,-5.4,9.9,34.3,34.5
Dease Lake,1962.0,12,-8.7,-17.3,-13.0,4.1,26.2,25.9
Dease Lake,1963.0,1,-8.2,-18.2,-13.2,14.0,55.6,58.7
Dease Lake,1963.0,2,-5.4,-14.1,-9.8,0.3,51.3,37.1
Dease Lake,1963.0,3,-1.6,-14.6,-8.1,0.0,22.4,18.0
Dease Lake,1963.0,4,6.3,-7.3,-0.5,0.8,14.5,9.9
Dease Lake,1963.0,5,13.4,-0.7,6.4,22.1,0.5,22.6
Dease Lake,1963.0,6,14.7,2.8,8.8,46.0,0.0,46.0
Dease Lake,1963.0,7,18.4,5.8,12.1,48.0,0.0,48.0
Dease Lake,1963.0,8,22.7,5.4,14.1,16.8,0.0,16.8
Dease Lake,1963.0,9,14.7,3.9,9.3,71.6,0.0,71.6
Dease Lake,1963.0,10,7.9,-1.9,3.0,13.7,0.3,14.0
Dease Lake,1963.0,11,-8.3,-17.2,-12.8,0.5,37.8,22.4
Dease Lake,1963.0,12,-8.3,-17.7,-13.0,0.5,60.5,47.5
Dease Lake,1964.0,1,-11.1,-20.5,-15.8,0.0,20.8,14.7
Dease Lake,1964.0,2,0.8,-10.6,-4.9,0.3,32.5,21.6
Dease Lake,1964.0,3,-3.8,-16.8,-10.3,0.0,49.5,30.2
Dease Lake,1964.0,4,4.9,-6.1,-0.6,0.5,36.8,24.9
Dease Lake,1964.0,5,10.7,-1.3,4.7,12.4,20.6,28.4
