Weather City,Year,Month,Mean Max Temp,Mean Min Temp,Mean Temp,Total Rain,Total Snow,Total Precip
Dease Lake,1964.0,6,17.8,4.3,11.1,34.3,0.0,34.3
Dease Lake,1964.0,7,16.9,6.4,11.7,53.3,0.0,53.3
Dease Lake,1964.0,8,16.3,5.1,10.7,56.1,0.0,56.1
Dease Lake,1964.0,9,12.9,-0.5,6.2,26.9,0.0,26.9
Dease Lake,1964.0,10,7.4,-3.1,2.2,10.9,8.6,18.0
Dease Lake,1964.0,11,-4.7,-13.3,-9.0,2.0,18.0,17.0
Dease Lake,1964.0,12,-16.8,-27.2,-22.0,0.5,29.7,25.7
Dease Lake,1965.0,1,-13.1,-21.2,-17.2,2.5,31.5,32.8
Dease Lake,1965.0,2,-10.2,-20.9,-15.6,0.0,86.6,76.5
Dease Lake,1965.0,3,1.4,-15.7,-7.2,0.0,8.6,7.6
Dease Lake,1965.0,4,6.3,-7.0,-0.4,0.3,4.8,4.1
Dease Lake,1965.0,5,11.3,-1.9,4.7,2.3,12.7,15.5
Dease Lake,1965.0,6,16.0,1.1,8.6,28.2,0.0,28.2
Dease Lake,1965.0,7,21.3,6.2,13.8,12.7,0.0,12.7
Dease Lake,1965.0,8,20.1,5.2,12.7,60.7,0.0,60.7
Dease Lake,1965.0,9,13.6,1.6,7.6,34.5,0.0,34.5
Dease Lake,1965.0,10,6.6,-1.9,2.4,28.4,8.1,36.6
Dease Lake,1965.0,11,-6.6,-16.3,-11.5,0.0,32.3,28.7
Dease Lake,1965.0,12,-10.4,-20.1,-15.3,0.0,9.1,6.1
Dease Lake,1966.0,1,-24.4,-33.6,-29.0,0.0,36.8,33.8
Dease Lake,1966.0,2,-6.7,-18.2,-12.5,0.0,43.9,32.3
Dease Lake,1966.0,3,0.1,-12.1,-6.0,0.0,13.0,11.4
Dease Lake,1966.0,4,5.7,-6.1,-0.2,2.0,3.3,5.1
Dease Lake,1966.0,5,11.0,-1.1,5.0,10.9,10.9,21.8
Dease Lake,1966.0,6,17.4,3.6,10.5,35.3,0.0,35.3
Dease Lake,1966.0,7,21.0,6.1,13.6,54.9,0.0,54.9
Dease Lake,1966.0,8,16.4,4.6,10.5,48.8,0.0,48.8
Dease Lake,1966.0,9,13.1,0.4,6.8,50.5,0.0,50.5
Dease Lake,1966.0,10,4.0,-5.2,-0.6,14.5,14.2,26.4
Dease Lake,1966.0,11,-9.2,-18.6,-13.9,8.6,109.2,68.8
Dease Lake,1966.0,12,-12.3,-18.2,-15.3,0.0,75.7,51.6
Dease Lake,1967.0,1,-14.7,-25.2,-20.0,0.0,45.0,30.7
Dease Lake,1967.0,2,-7.1,-17.6,-12.4,0.0,89.4,63.5
Dease Lake,1967.0,3,-5.3,-19.5,-12.4,0.0,52.1,33.3
Dease Lake,1967.0,4,5.7,-7.9,-1.1,0.0,4.8,5.3
Dease Lake,1967.0,5,12.4,-1.0,5.7,14.5,0.0,14.5
Dease Lake,1967.0,6,20.1,5.1,12.6,15.7,0.0,15.7
Dease Lake,1967.0,7,16.6,5.6,11.1,67.1,0.0,67.1
Dease Lake,1967.0,8,19.2,4.8,12.0,36.1,0.0,36.1
Dease Lake,1967.0,9,13.3,1.7,7.5,52.1,0.0,52.1
Dease Lake,1967.0,10,5.2,-2.2,1.5,4.3,23.9,24.1
Dease Lake,1967.0,11,-4.1,-11.2,-7.7,5.1,52.3,43.2
Dease Lake,1967.0,12,-11.1,-19.6,-15.4,0.0,41.1,28.2
Dease Lake,1968.0,1,-16.3,-26.9,-21.6,0.3,35.8,22.9
Dease Lake,1968.0,2,-6.5,-19.6,-13.1,0.0,12.4,9.4
Dease Lake,1968.0,3,1.5,-10.3,-4.4,0.0,9.1,7.1
Dease Lake,1968.0,4,4.2,-7.1,-1.5,0.0,13.7,12.4
Dease Lake,1968.0,5,13.6,-1.1,6.3,36.3,0.8,37.1
Dease Lake,1968.0,6,16.8,2.2,9.5,28.7,0.0,28.7
Dease Lake,1968.0,7,19.6,5.4,12.5,46.5,0.0,46.5
Dease Lake,1968.0,8,17.7,3.9,10.8,66.5,0.0,66.5
Dease Lake,1968.0,9,10.7,1.2,6.0,81.3,0.0,81.3
Dease Lake,1968.0,10,5.2,-3.5,0.9,15.5,7.9,23.4
Dease Lake,1968.0,11,-2.4,-11.1,-6.8,0.0,20.6,16.8
Dease Lake,1968.0,12,-19.9,-28.2,-24.1,0.0,23.1,10.9
Dease Lake,1969.0,1,-26.3,-35.3,-30.8,0.0,6.4,5.6
Dease Lake,1969.0,2,-10.5,-23.6,-17.1,0.0,8.1,6.4
Dease Lake,1969.0,3,1.4,-12.4,-5.5,0.0,17.0,12.7
Dease Lake,1969.0,4,7.8,-3.6,2.1,0.3,21.1,11.4
Dease Lake,1969.0,5,14.1,-0.1,7.0,36.3,3.3,39.1
Dease Lake,1969.0,6,22.2,5.9,14.1,25.1,0.0,25.1
Dease Lake,1969.0,7,16.3,5.7,11.0,46.2,0.0,46.2
Dease Lake,1969.0,8,14.2,3.7,9.0,84.6,0.0,84.6
Dease Lake,1969.0,9,11.5,2.1,6.8,53.1,0.0,53.1
Dease Lake,1969.0,10,7.1,-4.7,1.2,8.6,6.6,17.0
Dease Lake,1969.0,11,-3.1,-11.3,-7.2,6.1,75.7,56.9
Dease Lake,1969.0,12,-8.1,-15.1,-11.6,0.0,12.7,9.9
Dease Lake,1970.0,1,-14.7,-23.2,-19.0,0.0,21.1,14.7
Dease Lake,1970.0,2,-2.8,-13.4,-8.1,0.0,18.0,14.0
Dease Lake,1970.0,3,2.3,-9.9,-3.8,0.0,12.4,9.1
Dease Lake,1970.0,4,6.1,-5.1,0.5,0.0,6.6,4.8
Dease Lake,1970.0,5,11.8,-0.7,5.6,8.9,16.8,27.2
Dease Lake,1970.0,6,16.9,3.3,10.1,39.6,0.0,39.6
Dease Lake,1970.0,7,17.0,3.4,10.2,47.8,0.0,47.8
Dease Lake,1970.0,8,16.2,3.8,10.0,41.1,0.0,41.1
Dease Lake,1970.0,9,10.1,1.1,5.6,46.7,4.6,51.3
Dease Lake,1970.0,10,5.8,-3.0,1.4,13.5,29.2,41.7
Dease Lake,1970.0,11,-6.6,-15.9,-11.3,0.0,37.8,18.0
Dease Lake,1970.0,12,-15.3,-24.0,-19.7,0.0,18.5,10.9
Dease Lake,1971.0,1,-19.2,-28.7,-24.0,6.9,71.6,57.4
Dease Lake,1971.0,2,-4.8,-15.2,-10.0,0.0,30.5,21.3
Dease Lake,1971.0,3,-1.7,-14.6,-8.2,0.0,31.5,21.3
Dease Lake,1971.0,4,5.4,-6.1,-0.4,1.0,23.4,21.8
Dease Lake,1971.0,5,12.1,-2.1,5.0,12.7,0.3,13.0
Dease Lake,1971.0,6,18.5,2.6,10.6,51.6,0.0,51.6
Dease Lake,1971.0,7,22.4,5.7,14.1,19.6,0.0,19.6
Dease Lake,1971.0,8,19.3,5.3,12.3,47.0,0.0,47.0
Dease Lake,1971.0,9,11.6,1.3,6.5,40.6,4.8,44.7
Dease Lake,1971.0,10,3.7,-4.6,-0.5,20.1,31.0,43.2
Dease Lake,1971.0,11,-4.5,-12.9,-8.7,0.5,67.8,41.1
Dease Lake,1971.0,12,-14.4,-25.0,-19.7,0.0,53.6,28.2
Dease Lake,1972.0,1,-16.9,-29.4,-23.2,0.0,46.2,21.6
Dease Lake,1972.0,2,-13.2,-26.3,-19.8,0.0,88.9,48.8
Dease Lake,1972.0,3,-2.1,-14.8,-8.5,0.0,38.4,20.8
Dease Lake,1972.0,4,2.4,-10.7,-4.2,0.0,23.4,17.8
Dease Lake,1972.0,5,13.6,-2.3,5.7,20.3,3.0,23.4
Dease Lake,1972.0,6,16.6,1.1,8.9,28.2,0.0,28.2
Dease Lake,1972.0,7,20.4,4.6,12.5,80.5,0.0,80.5
Dease Lake,1972.0,8,17.6,6.4,12.0,44.5,0.0,44.5
Dease Lake,1972.0,9,9.8,1.0,5.4,69.1,13.2,80.8
Dease Lake,1972.0,10,4.6,-5.1,-0.3,21.6,50.5,65.0
Dease Lake,1972.0,11,-3.8,-11.3,-7.6,0.0,43.2,29.7
Dease Lake,1972.0,12,-14.3,-24.3,-19.3,0.0,37.8,23.6
Dease Lake,1973.0,1,-13.2,-23.8,-18.5,0.0,47.2,29.5
Dease Lake,1973.0,2,-8.8,-19.9,-14.4,0.0,25.4,15.7
Dease Lake,1973.0,3,0.3,-11.3,-5.5,0.0,21.6,14.2
Dease Lake,1973.0,4,6.7,-4.7,1.0,0.8,6.1,5.3
Dease Lake,1973.0,5,12.4,-0.1,6.2,13.5,0.8,14.2
Dease Lake,1973.0,6,16.2,3.1,9.7,24.1,0.0,24.1
Dease Lake,1973.0,7,17.7,4.6,11.2,47.5,0.0,47.5
Dease Lake,1973.0,8,15.3,4.0,9.7,50.8,0.0,50.8
Dease Lake,1973.0,9,12.8,-0.3,6.3,57.2,0.5,57.7
Dease Lake,1973.0,10,4.7,-4.2,0.3,1.0,19.8,19.1
Dease Lake,1973.0,11,-12.2,-22.6,-17.4,0.0,22.1,17.3
Dease Lake,1973.0,12,-12.3,-20.0,-16.2,0.0,24.4,22.4
Dease Lake,1974.0,1,-18.6,-28.9,-23.8,0.0,49.3,32.5
Dease Lake,1974.0,2,-6.0,-17.2,-11.6,0.0,36.8,26.2
Dease Lake,1974.0,3,-4.1,-18.3,-11.2,0.0,37.6,30.0
Dease Lake,1974.0,4,6.6,-5.3,0.7,8.6,11.4,19.1
Dease Lake,1974.0,5,11.9,-2.0,5.0,20.1,7.9,29.7
Dease Lake,1974.0,6,14.8,1.6,8.2,65.0,0.0,65.0
Dease Lake,1974.0,7,16.7,4.0,10.4,71.6,0.0,71.6
Dease Lake,1974.0,8,19.3,4.6,12.0,41.9,0.0,41.9
Dease Lake,1974.0,9,13.3,1.4,7.4,45.0,5.1,50.0
Dease Lake,1974.0,10,7.4,-1.6,2.9,60.5,15.0,74.9
Dease Lake,1974.0,11,-1.3,-9.4,-5.4,0.3,22.4,17.8
Dease Lake,1974.0,12,-5.2,-12.9,-9.1,0.0,35.8,27.2
Dease Lake,1975.0,1,-12.0,-21.1,-16.6,0.0,33.3,23.6
Dease Lake,1975.0,2,-9.8,-22.2,-16.0,0.0,5.6,5.6
Dease Lake,1975.0,3,-0.9,-15.8,-8.4,0.3,17.0,15.0
Dease Lake,1975.0,4,7.1,-5.9,0.6,0.5,6.6,6.6
Dease Lake,1975.0,5,13.6,-1.6,6.0,17.8,3.6,21.3
Dease Lake,1975.0,6,16.4,2.2,9.3,45.5,0.0,45.5
Dease Lake,1975.0,7,18.9,6.9,12.9,70.6,0.0,70.6
Dease Lake,1975.0,8,16.8,4.6,10.7,48.8,0.0,48.8
Dease Lake,1975.0,9,14.9,1.9,8.4,36.6,0.0,36.6
Dease Lake,1975.0,10,5.7,-3.8,1.0,9.9,15.5,22.1
Dease Lake,1975.0,11,-6.3,-15.9,-11.1,0.0,35.3,23.1
Dease Lake,1975.0,12,-12.9,-21.3,-17.1,0.5,40.1,27.4
Dease Lake,1976.0,1,-9.5,-18.1,-13.8,0.0,64.8,42.7
Dease Lake,1976.0,2,-8.3,-20.7,-14.5,0.0,19.3,14.7
Dease Lake,1976.0,3,0.2,-12.4,-6.1,0.0,13.5,11.4
Dease Lake,1976.0,4,8.3,-5.2,1.6,8.4,10.9,19.8
Dease Lake,1976.0,5,12.2,-1.1,5.6,32.0,6.1,38.1
Dease Lake,1976.0,6,16.1,3.2,9.7,55.4,0.0,55.4
Dease Lake,1976.0,7,17.2,3.9,10.6,58.2,0.0,58.2
Dease Lake,1976.0,8,17.3,5.2,11.3,51.1,0.0,51.1
Dease Lake,1976.0,9,14.5,1.4,8.0,53.8,0.0,53.8
Dease Lake,1976.0,10,5.4,-3.2,1.1,15.5,10.9,26.4
Dease Lake,1976.0,11,-0.3,-8.2,-4.3,3.8,16.3,17.5
Dease Lake,1976.0,12,-8.7,-16.3,-12.5,0.0,86.6,60.2
Dease Lake,1977.0,1,-6.2,-13.9,-10.1,0.0,56.0,38.0
Dease Lake,1977.0,2,1.6,-8.2,-3.3,0.8,8.8,7.2
Dease Lake,1977.0,3,0.4,-11.2,-5.4,0.0,36.8,28.6
Dease Lake,1977.0,4,8.0,-3.6,2.2,5.0,13.6,16.3
Dease Lake,1977.0,5,12.8,-0.3,6.3,24.1,0.4,24.7
Dease Lake,1977.0,6,16.5,3.6,10.1,61.7,0.0,61.7
Dease Lake,1977.0,7,18.6,6.2,12.4,84.7,0.0,84.7
Dease Lake,1977.0,8,21.2,6.2,13.7,49.7,0.0,49.7
Dease Lake,1977.0,9,12.9,0.9,6.9,28.4,1.4,30.1
Dease Lake,1977.0,10,6.6,-3.4,1.6,13.6,5.2,18.7
Dease Lake,1977.0,11,-6.9,-16.3,-11.6,0.0,30.2,20.3
Dease Lake,1977.0,12,-18.8,-27.1,-23.0,0.0,42.8,23.0
Dease Lake,1978.0,1,-14.5,-23.8,-19.2,0.0,18.6,9.2
Dease Lake,1978.0,2,-4.8,-19.1,-12.0,0.2,11.0,6.8
Dease Lake,1978.0,3,-0.5,-13.3,-6.9,0.0,12.8,8.3
Dease Lake,1978.0,4,8.2,-5.6,1.3,5.8,10.8,14.4
Dease Lake,1978.0,5,13.1,-1.3,5.9,2.5,0.0,2.5
Dease Lake,1978.0,6,18.7,3.7,11.2,25.9,0.0,25.9
Dease Lake,1978.0,7,21.2,5.9,13.6,25.2,0.0,25.2
Dease Lake,1978.0,8,18.7,5.4,12.1,64.8,0.0,64.8
Dease Lake,1978.0,9,13.3,0.7,7.0,37.5,0.0,37.5
Dease Lake,1978.0,10,7.0,-1.5,2.8,32.8,4.6,40.3
Dease Lake,1978.0,11,-5.3,-14.2,-9.8,0.0,71.6,53.3
Dease Lake,1978.0,12,-10.7,-21.0,-15.9,0.0,61.8,36.4
Dease Lake,1979.0,1,-16.6,-26.4,-21.5,0.0,29.0,16.3
Dease Lake,1979.0,2,-19.6,-29.2,-24.4,0.0,67.6,44.0
Dease Lake,1979.0,3,2.2,-10.6,-4.2,0.0,22.9,14.6
Dease Lake,1979.0,4,8.1,-6.6,0.8,0.0,4.4,3.6
Dease Lake,1979.0,5,10.9,-0.5,5.2,28.1,12.0,38.3
Dease Lake,1979.0,6,14.8,3.2,9.0,82.3,0.0,82.3
Dease Lake,1979.0,7,19.5,6.7,13.1,68.6,0.0,68.6
Dease Lake,1979.0,8,22.1,4.3,13.2,18.4,0.0,18.4
Dease Lake,1979.0,9,13.4,2.4,7.9,71.0,0.0,71.0
Dease Lake,1979.0,10,6.8,-2.1,2.4,14.3,4.8,19.1
Dease Lake,1979.0,11,-0.3,-10.5,-5.4,2.0,5.9,7.0
Dease Lake,1979.0,12,-7.9,-18.4,-13.2,1.7,67.6,52.1
Dease Lake,1980.0,1,-16.2,-26.2,-21.2,0.3,24.8,21.8
Dease Lake,1980.0,2,-3.8,-16.8,-10.3,0.0,27.5,23.2
Dease Lake,1980.0,3,-1.2,-13.7,-7.5,0.0,48.8,31.8
Dease Lake,1980.0,4,8.9,-4.4,2.3,3.6,6.1,8.2
Dease Lake,1980.0,5,14.2,-0.9,6.7,31.1,0.2,31.3
Dease Lake,1980.0,6,20.2,4.7,12.5,43.0,0.0,43.0
Dease Lake,1980.0,7,17.9,6.5,12.2,127.5,0.0,127.5
Dease Lake,1980.0,8,15.7,4.6,10.2,89.5,0.0,89.5
Dease Lake,1980.0,9,11.6,0.4,6.0,48.8,4.3,53.1
Dease Lake,1980.0,10,7.5,-1.9,2.8,21.2,9.6,30.1
Dease Lake,1980.0,11,0.3,-7.2,-3.5,1.9,13.3,12.8
Dease Lake,1980.0,12,-17.1,-26.9,-22.0,0.0,108.9,90.3
Dease Lake,1981.0,1,-3.2,-11.9,-7.6,0.2,10.6,8.3
Dease Lake,1981.0,2,-3.8,-16.0,-9.9,0.0,36.4,25.7
Dease Lake,1981.0,3,4.1,-8.2,-2.1,0.7,16.8,16.5
Dease Lake,1981.0,4,3.2,-7.2,-2.0,2.0,37.4,35.2
Dease Lake,1981.0,5,15.0,0.4,7.7,59.7,0.0,59.7
Dease Lake,1981.0,6,15.4,2.7,9.1,67.8,0.0,67.8
Dease Lake,1981.0,7,20.0,6.0,13.0,33.5,0.0,33.5
Dease Lake,1981.0,8,20.4,5.0,12.7,52.9,0.0,52.9
Dease Lake,1981.0,9,12.6,1.5,7.1,39.5,0.4,39.9
Dease Lake,1981.0,10,5.3,-1.7,1.8,35.0,4.1,38.9
Dease Lake,1981.0,11,-1.9,-9.4,-5.7,11.7,27.7,35.2
Dease Lake,1981.0,12,-13.8,-21.6,-17.7,0.0,31.4,20.3
Dease Lake,1982.0,1,-23.3,-31.6,-27.5,0.0,141.9,98.7
Dease Lake,1982.0,2,-10.8,-21.5,-16.2,0.0,25.0,19.1
Dease Lake,1982.0,3,-0.4,-13.0,-6.7,0.0,68.3,38.3
Dease Lake,1982.0,4,4.1,-8.1,-2.0,0.0,19.1,10.6
Dease Lake,1982.0,5,11.4,-1.4,5.0,21.1,3.2,23.9
Dease Lake,1982.0,6,21.4,3.7,12.6,3.1,0.0,3.1
Dease Lake,1982.0,7,21.2,6.5,13.9,53.6,0.0,53.6
Dease Lake,1982.0,8,17.4,4.8,11.1,86.1,0.0,86.1
Dease Lake,1982.0,9,15.0,1.6,8.3,23.0,0.0,23.0
Dease Lake,1982.0,10,6.0,-3.3,1.4,11.6,19.0,26.1
Dease Lake,1982.0,11,-7.9,-16.8,-12.4,0.0,24.3,20.2
Dease Lake,1982.0,12,-11.8,-19.5,-15.7,0.0,14.8,12.5
Dease Lake,1983.0,1,-10.4,-19.6,-15.0,0.0,32.0,23.6
Dease Lake,1983.0,2,-8.1,-17.7,-12.9,0.0,30.7,23.9
Dease Lake,1983.0,3,1.0,-15.6,-7.3,0.0,3.6,3.0
Dease Lake,1983.0,4,9.0,-5.1,2.0,1.4,16.8,17.0
Dease Lake,1983.0,5,14.4,0.3,7.4,40.7,0.6,41.3
Dease Lake,1983.0,6,17.7,4.7,11.2,75.9,0.0,75.9
Dease Lake,1983.0,7,18.4,6.0,12.2,90.9,0.0,90.9
Dease Lake,1983.0,8,15.8,4.7,10.3,56.8,0.0,56.8
Dease Lake,1983.0,9,10.9,0.6,5.8,49.1,3.0,51.9
Dease Lake,1983.0,10,5.6,-2.9,1.4,11.5,5.8,16.8
Dease Lake,1983.0,11,-5.7,-14.0,-9.9,0.0,15.4,8.7
Dease Lake,1983.0,12,-19.3,-26.9,-23.1,0.0,17.2,9.6
Dease Lake,1984.0,1,-6.7,-16.7,-11.7,0.0,61.0,51.0
Dease Lake,1984.0,2,-1.5,-12.1,-6.8,0.8,13.8,10.5
Dease Lake,1984.0,3,3.7,-7.3,-1.8,2.9,13.2,13.1
Dease Lake,1984.0,4,8.4,-4.1,2.2,0.7,7.8,6.8
Dease Lake,1984.0,5,12.6,-0.7,6.0,12.5,2.1,15.1
Dease Lake,1984.0,6,15.8,3.6,9.7,51.2,0.0,51.2
Dease Lake,1984.0,7,18.4,4.6,11.5,20.0,0.4,20.4
Dease Lake,1984.0,8,17.7,5.1,11.4,57.7,0.8,59.5
Dease Lake,1984.0,9,12.2,0.5,6.4,38.8,1.6,40.4
Dease Lake,1984.0,10,3.3,-5.8,-1.3,30.2,10.4,37.1
Dease Lake,1984.0,11,-7.8,-17.4,-12.6,0.4,24.9,14.9
Dease Lake,1984.0,12,-14.6,-24.5,-19.6,0.0,54.6,26.2
Dease Lake,1985.0,1,-3.0,-10.8,-6.9,0.0,35.6,25.3
Dease Lake,1985.0,2,-7.1,-17.9,-12.5,0.0,34.5,19.5
Dease Lake,1985.0,3,0.9,-11.8,-5.5,0.0,33.8,15.4
Dease Lake,1985.0,4,5.2,-6.0,-0.4,0.2,16.3,8.9
Dease Lake,1985.0,5,12.6,-0.4,6.1,25.9,22.0,39.8
Dease Lake,1985.0,6,16.6,1.3,9.0,23.1,0.4,23.5
Dease Lake,1985.0,7,19.9,5.7,12.8,69.9,0.0,69.9
Dease Lake,1985.0,8,17.0,3.9,10.5,41.4,0.0,41.4
Dease Lake,1985.0,9,12.8,1.7,7.3,61.0,0.0,61.0
Dease Lake,1985.0,10,3.4,-4.8,-0.7,9.3,23.3,28.4
Dease Lake,1985.0,11,-13.3,-23.6,-18.5,0.0,54.8,35.5
Dease Lake,1985.0,12,-5.8,-14.5,-10.2,7.1,44.4,44.4
Dease Lake,1986.0,1,-7.1,-16.2,-11.7,0.0,18.3,13.6
Dease Lake,1986.0,2,-7.2,-22.4,-14.8,0.0,10.4,9.1
Dease Lake,1986.0,3,1.9,-9.1,-3.6,2.4,42.3,37.7
Dease Lake,1986.0,4,4.5,-8.1,-1.8,1.8,17.5,14.3
Dease Lake,1986.0,5,11.3,-1.3,5.0,8.4,11.5,18.6
Dease Lake,1986.0,6,17.9,2.3,10.1,13.5,0.0,13.5
Dease Lake,1986.0,7,19.8,6.7,13.3,46.3,0.0,46.3
Dease Lake,1986.0,8,17.4,3.5,10.5,40.8,0.2,41.0
Dease Lake,1986.0,9,13.4,-0.4,6.5,85.6,0.0,85.6
Dease Lake,1986.0,10,7.0,-1.4,2.8,68.8,18.5,84.4
Dease Lake,1986.0,11,-6.7,-15.5,-11.1,10.4,88.2,69.9
Dease Lake,1986.0,12,-4.7,-13.9,-9.3,0.2,26.1,19.9
Dease Lake,1987.0,1,-7.8,-16.6,-12.2,0.0,26.6,19.9
Dease Lake,1987.0,2,-3.8,-14.3,-9.1,0.0,23.0,15.8
Dease Lake,1987.0,3,-1.8,-15.4,-8.6,0.0,41.6,25.9
Dease Lake,1987.0,4,7.0,-4.5,1.3,0.6,11.8,11.6
Dease Lake,1987.0,5,11.9,-0.6,5.7,52.7,8.6,61.3
Dease Lake,1987.0,6,16.5,2.2,9.4,56.4,0.0,56.4
Dease Lake,1987.0,7,21.6,6.7,14.2,60.2,0.0,60.2
Dease Lake,1987.0,8,17.9,4.0,11.0,46.0,0.0,46.0
Dease Lake,1987.0,9,12.2,2.7,7.5,55.8,0.0,55.8
Dease Lake,1987.0,10,6.6,-2.8,1.9,10.6,14.3,22.3
Dease Lake,1987.0,11,0.2,-8.4,-4.1,2.4,24.4,23.5
Dease Lake,1987.0,12,-6.2,-14.3,-10.3,0.0,37.1,26.0
Dease Lake,1988.0,1,-14.0,-22.8,-18.4,0.0,19.4,15.8
Dease Lake,1988.0,2,-4.7,-14.7,-9.7,0.0,51.4,33.7
Dease Lake,1988.0,3,3.7,-8.1,-2.2,0.6,39.8,21.0
Dease Lake,1988.0,4,8.8,-4.2,2.3,5.1,11.9,12.6
Dease Lake,1988.0,5,13.3,0.2,6.8,60.5,5.4,63.9
Dease Lake,1988.0,6,16.2,3.8,10.0,54.8,0.0,54.8
Dease Lake,1988.0,7,16.2,5.9,11.1,72.2,0.0,72.2
Dease Lake,1988.0,8,17.1,4.7,10.9,64.6,0.0,64.6
Dease Lake,1988.0,9,12.3,0.1,6.2,44.6,0.6,45.2
Dease Lake,1988.0,10,6.7,-2.4,2.2,8.4,35.4,38.6
Dease Lake,1988.0,11,-4.0,-12.1,-8.1,2.0,36.0,26.2
Dease Lake,1988.0,12,-9.2,-18.2,-13.7,0.0,48.2,41.0
Dease Lake,1989.0,1,-10.0,-20.2,-15.1,0.0,65.1,37.4
Dease Lake,1989.0,2,-8.0,-25.4,-16.7,0.0,0.8,0.4
Dease Lake,1989.0,3,-3.4,-17.6,-10.5,0.0,26.4,17.7
Dease Lake,1989.0,4,10.2,-5.8,2.2,8.8,6.4,12.4
Dease Lake,1989.0,5,14.8,0.7,7.8,27.0,0.2,27.2
Dease Lake,1989.0,6,19.4,4.4,11.9,31.8,0.0,31.8
Dease Lake,1989.0,7,21.2,7.9,14.6,117.4,0.0,117.4
Dease Lake,1989.0,8,21.2,6.6,13.9,33.0,0.0,33.0
Dease Lake,1989.0,9,14.6,2.3,8.5,47.2,2.6,49.8
Dease Lake,1989.0,10,4.6,-3.4,0.6,16.4,29.9,39.3
Dease Lake,1989.0,11,-5.1,-13.5,-9.3,11.2,68.8,61.9
Dease Lake,1989.0,12,-5.5,-13.3,-9.4,0.4,71.4,52.7
Dease Lake,1990.0,1,-13.2,-21.4,-17.3,0.0,79.2,40.6
Dease Lake,1990.0,2,-9.8,-20.3,-15.1,0.2,45.6,31.6
Dease Lake,1990.0,3,3.4,-10.6,-3.6,0.6,26.0,20.8
Dease Lake,1990.0,4,7.8,-4.8,1.5,0.6,12.0,8.2
Dease Lake,1990.0,5,14.0,1.0,7.5,55.4,1.4,56.8
Dease Lake,1990.0,6,17.4,5.3,11.4,31.5,0.0,31.5
Dease Lake,1990.0,7,21.3,6.7,14.0,61.9,0.0,61.9
Dease Lake,1990.0,8,19.1,6.4,12.8,47.8,0.0,47.8
Dease Lake,1990.0,9,14.0,2.3,8.2,28.2,0.0,28.2
Dease Lake,1990.0,10,4.0,-4.9,-0.5,8.1,23.1,24.5
Dease Lake,1990.0,11,-9.7,-19.4,-14.6,0.0,86.8,58.6
Dease Lake,1990.0,12,-12.8,-22.2,-17.5,0.8,87.6,65.8
Dease Lake,1991.0,1,-14.3,-23.5,-18.9,0.0,28.6,20.8
Dease Lake,1991.0,2,-0.1,-12.1,-6.1,0.0,4.6,4.2
Dease Lake,1991.0,3,0.2,-12.5,-6.2,0.0,9.8,7.0
Dease Lake,1991.0,4,9.3,-4.6,2.4,0.0,2.4,2.4
Dease Lake,1991.0,5,15.2,-0.1,7.6,18.6,1.0,19.6
Dease Lake,1991.0,6,19.3,4.3,11.8,45.8,0.2,46.0
Dease Lake,1991.0,7,18.3,6.3,12.3,63.8,0.0,63.8
Dease Lake,1991.0,8,17.9,5.6,11.8,80.4,0.4,80.8
Dease Lake,1991.0,9,12.3,4.0,8.2,85.8,0.0,85.8
Dease Lake,1991.0,10,2.8,-6.8,-2.0,21.2,43.4,54.0
Dease Lake,1991.0,11,-4.3,-12.1,-8.2,0.2,93.4,77.4
Dease Lake,1991.0,12,-6.8,-15.1,-11.0,0.0,89.7,68.5
Dease Lake,1992.0,1,-5.9,-14.3,-10.1,0.0,27.8,20.0
Dease Lake,1992.0,2,-5.8,-17.3,-11.6,1.8,12.4,10.6
Dease Lake,1992.0,3,3.6,-9.5,-3.0,0.8,14.2,10.2
Dease Lake,1992.0,4,6.5,-4.8,0.9,18.4,20.8,37.8
Dease Lake,1992.0,5,11.5,-1.3,5.1,9.8,11.6,21.4
Dease Lake,1992.0,6,20.3,4.2,12.3,12.2,0.0,12.2
Dease Lake,1992.0,7,20.4,6.3,13.4,23.2,0.4,23.6
Dease Lake,1992.0,8,18.4,3.7,11.1,23.4,0.0,23.4
Dease Lake,1992.0,9,9.0,-0.5,4.3,62.2,14.0,75.8
Dease Lake,1992.0,10,3.7,-5.3,-0.8,8.2,13.8,21.0
Dease Lake,1992.0,11,-2.0,-10.4,-6.2,0.0,34.6,30.2
Dease Lake,1992.0,12,-16.0,-25.0,-20.6,0.0,49.4,42.0
Dease Lake,1993.0,1,-12.0,-23.0,-17.5,8.6,14.6,18.6
Dease Lake,1993.0,2,-6.4,-19.7,-13.1,0.0,24.2,15.2
Dease Lake,1993.0,3,2.3,-12.6,-5.2,0.0,9.8,7.4
Dease Lake,1993.0,4,10.3,-2.7,3.8,2.4,0.8,3.2
Dease Lake,1993.0,5,17.9,1.5,9.7,40.6,9.6,50.2
Dease Lake,1993.0,6,17.0,6.2,11.6,70.5,0.0,70.5
Dease Lake,1993.0,7,19.1,6.5,12.8,22.6,0.0,22.6
Dease Lake,1994.0,1,-14.6,-20.1,-17.3,0.0,113.6,81.6
Dease Lake,1994.0,2,-16.6,-27.0,-21.8,0.0,20.8,16.4
Dease Lake,1994.0,3,4.3,-7.8,-1.8,0.8,32.2,17.8
