FIRE_CAUSE,LATITUDE,LONGITUDE,SIZE_HA,Year,Month,Weather City,Region Name,Region Number,Region Area,Lightning Dummy
Lightning,49.3776,-117.7121,0.025,2017,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.7667,-115.4,0.1,2001,07,Sparwood,East Kootenay,1.0,2754184.0,0
Person,52.1025,-122.1488,0.009,2001,05,Williams Lake,Cariboo,41.0,8060975.0,0
Person,49.1918,-124.0077,0.009,2003,08,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,49.5236,-120.5028,0.4,2012,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,53.2229,-120.0835,0.009,2008,08,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Person,50.5035,-119.6382,0.1,2005,08,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Person,50.0414,-117.3902,2.8000000000000003,2007,05,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,51.289100000000005,-119.5362,1.5,2002,10,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.841,-116.282,0.4,2012,06,Golden,East Kootenay,1.0,2754184.0,0
Lightning,58.2721,-120.3687,5.8,2008,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.093900000000005,-124.02,0.009,2008,09,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,49.008700000000005,-120.7352,0.009,2008,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,52.322500000000005,-125.7347,1.2,2004,06,Bella Coola,Central Coast,45.0,2449185.0,1
Person,57.9113,-123.7517,18.5,2006,10,Fort Nelson,Peace River,55.0,11738755.0,0
Lightning,50.385200000000005,-117.1,0.4,2007,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.6934,-123.9659,0.009,2009,08,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,52.2671,-119.292,0.3,2004,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,54.092000000000006,-125.0771,0.01,2004,08,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Unknown,55.8117,-121.7358,2.4,2006,09,Dawson Creek,Peace River,55.0,11738755.0,0
Person,55.7667,-120.5667,0.03,2004,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,52.18,-121.9026,0.009,2011,10,Williams Lake,Cariboo,41.0,8060975.0,0
Person,52.421200000000006,-125.2418,0.009,2002,04,Bella Coola,Cariboo,41.0,8060975.0,0
Person,59.6411,-129.24200000000002,0.1,2016,08,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,49.325300000000006,-119.0858,0.12,2015,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,50.011700000000005,-119.5121,0.009,2001,07,Penticton,Central Okanagan,35.0,290486.0,1
Lightning,56.7233,-126.655,1.5,2006,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.4667,-121.6512,0.3,2004,06,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.7758,-120.752,0.009,2002,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,52.9724,-123.9897,0.01,2015,09,Prince George,Cariboo,41.0,8060975.0,0
Lightning,49.5667,-120.4236,0.009,2003,05,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,54.5589,-124.4747,0.009,2005,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,51.1756,-121.484,0.8,2006,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.7835,-118.615,0.01,2006,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,50.9138,-119.1193,0.009,2006,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,49.3596,-124.5898,5.5,2004,04,Tofino,Nanaimo,21.0,203804.0,0
Lightning,53.1507,-126.5614,87684.961,2018,08,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,49.8518,-123.166,0.009,2016,08,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,49.688300000000005,-120.9715,0.009,2004,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,55.8138,-120.9444,0.4,2010,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,55.673300000000005,-122.1728,0.02,2014,06,Prince George,Peace River,55.0,11738755.0,1
Lightning,50.2451,-118.4994,0.009,2007,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,49.462500000000006,-121.7625,0.009,2003,05,Whistler,Fraser Valley,9.0,1333528.0,1
Lightning,52.661,-122.5531,0.3,2002,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,53.831500000000005,-122.9557,0.1,2010,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,54.0215,-122.4817,0.2,2003,08,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,49.3008,-121.9383,0.001,2006,07,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,52.3423,-122.8977,154.0,2010,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,52.5459,-119.2214,0.1,2008,08,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.9102,-120.3227,0.009,2003,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,58.1764,-130.3111,1700.0,2010,06,Dease Lake,Kitimat-Stikine,49.0,10446461.0,1
Lightning,49.0625,-121.4579,0.009,2009,08,Vancouver,Fraser Valley,9.0,1333528.0,1
Person,49.2179,-121.6055,0.009,2019,08,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,50.3129,-119.2124,0.009,2014,06,Penticton,North Okanagan,37.0,750260.0,1
Lightning,51.25,-120.1352,0.009,2009,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,56.526700000000005,-121.7684,0.1,2014,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,48.7869,-123.96,0.4,2012,08,Vancouver,Cowichan Valley,19.0,347452.0,0
Lightning,55.229200000000006,-126.175,19.7,2004,06,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,55.838,-121.7185,3.0,2010,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,57.7017,-122.4418,0.009,2018,05,Fort Nelson,Peace River,55.0,11738755.0,1
Unknown,49.9424,-124.454,0.2,2009,06,Vancouver,Powell River,27.0,507533.0,0
Lightning,55.848000000000006,-125.0735,2940.0,2018,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,49.3716,-124.9564,0.001,2008,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,50.819500000000005,-122.347,0.009,2013,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,49.0811,-120.6865,0.009,2002,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,48.3787,-123.7443,0.5,2013,08,Vancouver,Capital,17.0,234048.99999999997,0
Person,50.3244,-120.2539,0.009,2006,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.2939,-115.495,0.8,2015,06,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.1906,-121.5186,0.009,2009,06,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.7494,-118.1879,0.09,2017,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,58.7907,-122.8505,0.8,2002,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.3948,-118.5042,0.009,2009,09,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,49.362300000000005,-122.3393,0.1,2009,07,Vancouver,Fraser Valley,9.0,1333528.0,0
Person,49.0698,-118.9299,5.0,2004,03,Penticton,Kooteny Boundary,5.0,808452.0,0
Person,49.7624,-118.779,840.9,2007,08,Penticton,Kooteny Boundary,5.0,808452.0,0
Lightning,49.521,-120.5325,0.1,2008,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,54.7154,-123.6236,0.1,2010,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,56.4342,-121.4797,4.6000000000000005,2010,07,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,51.618300000000005,-126.7205,0.009,2013,07,Bella Coola,Central Coast,45.0,2449185.0,1
Lightning,50.4863,-122.5088,0.2,2004,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Person,49.2427,-115.1897,0.01,2007,07,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.912,-116.9803,1.0,2003,06,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.5167,-119.2667,0.009,2003,10,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,49.5647,-117.6741,0.009,2009,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,52.4435,-122.6018,0.009,2005,07,Williams Lake,Cariboo,41.0,8060975.0,1
Person,53.8211,-125.2903,0.2,2003,05,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,51.8446,-120.3781,0.009,2006,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.3596,-122.6247,0.009,2004,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,52.1874,-119.1408,0.009,2016,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.3811,-117.6987,0.009,2008,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,51.6009,-119.8758,0.009,2009,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.1375,-119.4958,0.1,2002,03,Penticton,Central Okanagan,35.0,290486.0,0
Person,49.523700000000005,-117.6283,0.05,2007,09,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,49.066100000000006,-120.7878,0.009,2011,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,49.376000000000005,-121.5083,0.009,2009,04,Whistler,Fraser Valley,9.0,1333528.0,0
Lightning,52.6217,-121.195,0.5,2004,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,52.3205,-118.63,0.009,2003,08,Golden,Fraser-Fort George,53.0,5067610.0,1
Person,49.3352,-120.0257,0.009,2018,05,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,50.6317,-120.0335,0.009,2009,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.4789,-118.4052,0.009,2013,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,49.4013,-120.2363,0.5,2006,04,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,49.722,-115.1333,0.05,2015,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.5332,-119.7011,1.5,2012,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,58.6539,-127.6254,255.1,2004,06,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.4836,-118.9326,0.85,2018,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,52.3438,-120.8334,0.009,2009,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.234,-117.222,1.7,2016,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.0595,-119.196,0.009,2013,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.4951,-117.5694,0.009,2005,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.234100000000005,-115.9066,0.009,2017,07,Sparwood,East Kootenay,1.0,2754184.0,1
Person,50.6923,-120.6173,0.6,2013,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,56.752,-121.2757,0.009,2017,06,Dawson Creek,Peace River,55.0,11738755.0,0
Person,50.478,-120.5049,0.15,2010,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,55.712300000000006,-121.4902,54.3,2012,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.5947,-117.6267,0.009,2006,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.1627,-118.4922,0.1,2001,05,Nakusp,North Okanagan,37.0,750260.0,1
Person,49.1052,-123.9017,0.1,2006,05,Vancouver,Nanaimo,21.0,203804.0,0
Unknown,49.0841,-115.2527,50.0,2001,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,55.0612,-123.0257,0.009,2007,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,49.3107,-116.7917,0.03,2010,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,50.0793,-125.2481,0.3,2001,07,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,53.9622,-126.085,0.009,2012,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,54.5978,-120.6282,1774.0,2006,06,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,52.8067,-121.0575,1375.0,2017,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.9121,-119.9625,0.2,2013,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Unknown,50.0652,-114.9296,0.009,2004,06,Sparwood,East Kootenay,1.0,2754184.0,0
Person,56.2747,-120.7581,18.0,2008,10,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,58.435300000000005,-121.375,3.0,2001,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,52.1569,-121.6243,2.0,2017,07,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.2304,-117.3719,0.01,2019,06,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.9878,-125.3738,0.009,2008,09,Tofino,Comox + Strathacona,25.0,1997796.0,0
Person,49.5518,-115.7401,0.009,2005,08,Sparwood,East Kootenay,1.0,2754184.0,0
Person,50.3183,-125.6383,0.5,2006,08,Tofino,Comox + Strathacona,25.0,1997796.0,0
Unknown,56.6841,-121.061,0.2,2018,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,50.2178,-119.2964,0.01,2003,08,Penticton,North Okanagan,37.0,750260.0,0
Person,52.1267,-124.0047,37.0,2015,03,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,51.659200000000006,-123.0353,0.009,2004,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,51.9768,-118.5384,0.009,2013,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,51.271,-118.1765,0.009,2004,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.3169,-118.9014,0.009,2019,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,52.5597,-121.206,0.5,2009,09,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.1234,-116.889,0.1,2003,06,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,50.27,-121.6017,4.0,2015,02,Whistler,Thompson-Nicola,33.0,4444942.0,0
Lightning,59.4633,-123.5908,0.5,2016,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,52.313,-119.1902,0.6,2015,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.9223,-115.7215,1.2,2012,08,Sparwood,East Kootenay,1.0,2754184.0,1
Person,49.633300000000006,-117.8235,0.9,2018,10,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,49.6209,-125.1864,0.009,2009,05,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,50.7853,-119.8757,0.05,2008,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,59.6984,-128.59380000000002,0.001,2012,07,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,58.8258,-122.8024,0.3,2012,10,Fort Nelson,Northern Rockies,59.0,8511107.0,0
Lightning,51.081,-118.8147,0.2,2007,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,52.3909,-119.9602,0.1,2013,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,50.8217,-124.955,35.4,2002,04,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,54.5138,-123.2659,1.0,2006,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,51.4172,-117.0298,0.009,2009,07,Golden,Columbia-Shuswap,39.0,2892919.0,0
Person,48.7771,-123.5456,0.009,2011,09,Vancouver,Capital,17.0,234048.99999999997,0
Lightning,54.5013,-128.3837,0.001,2012,08,Smithers,Kitimat-Stikine,49.0,10446461.0,1
Person,52.133,-123.2512,0.1,2002,12,Williams Lake,Cariboo,41.0,8060975.0,0
Person,51.217200000000005,-116.8975,0.009,2011,08,Golden,Columbia-Shuswap,39.0,2892919.0,0
Person,50.4725,-119.331,0.009,2002,08,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Lightning,56.3667,-123.8667,5340.0,2015,07,Prince George,Peace River,55.0,11738755.0,1
Person,50.5335,-121.7588,0.1,2009,08,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,48.7678,-123.8082,0.5,2006,07,Vancouver,Cowichan Valley,19.0,347452.0,0
Lightning,51.9235,-119.1155,0.009,2002,08,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.0227,-119.1462,0.009,2015,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,52.4831,-119.9964,51.3,2004,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,55.534000000000006,-127.9797,0.009,2006,09,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Person,49.7963,-125.1894,0.009,2009,07,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,50.1182,-118.1462,0.009,2001,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.066500000000005,-116.4583,0.3,2008,06,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.4,-118.1167,0.009,2002,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.202000000000005,-120.7587,0.009,2004,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,54.0097,-124.745,0.009,2016,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,49.4009,-124.6211,0.009,2007,08,Tofino,Nanaimo,21.0,203804.0,0
Lightning,59.112,-122.3454,69.7,2018,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.1372,-115.0886,1.0,2003,07,Sparwood,East Kootenay,1.0,2754184.0,0
Person,49.3294,-116.7084,0.2,2019,10,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,49.3747,-122.4945,0.01,2005,09,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,50.0336,-121.4834,0.4,2009,06,Whistler,Fraser Valley,9.0,1333528.0,1
Lightning,49.4386,-115.8529,0.5,2015,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,50.8091,-119.1719,0.1,2007,06,Penticton,Columbia-Shuswap,39.0,2892919.0,1
Person,50.229,-122.9224,0.22,2005,09,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,50.4221,-115.8931,0.009,2014,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,50.9228,-121.319,0.1,2015,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.7535,-118.5903,1.3,2018,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Unknown,50.3983,-126.79,0.3,2002,06,Port Hardy,Mount Waddington,43.0,2024427.0,0
Person,49.704800000000006,-115.9389,3.0,2008,07,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.4056,-115.375,0.009,2004,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,49.203300000000006,-119.9638,0.009,2001,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,50.0148,-118.0967,1.4,2008,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,52.135000000000005,-128.07670000000002,0.02,2005,04,Bella Coola,Central Coast,45.0,2449185.0,0
Person,49.3387,-119.5459,0.5,2015,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,51.496500000000005,-123.2874,0.01,2007,07,Whistler,Cariboo,41.0,8060975.0,1
Lightning,51.4904,-121.081,0.009,2005,05,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,53.8059,-121.0511,0.009,2015,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,53.1871,-122.5582,0.009,2013,08,Prince George,Cariboo,41.0,8060975.0,1
Lightning,49.0238,-118.2377,2.5,2004,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,49.5349,-117.6645,0.009,2008,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.9996,-119.3303,0.009,2018,09,Penticton,Columbia-Shuswap,39.0,2892919.0,1
Person,50.9327,-120.2424,0.009,2013,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,58.8686,-123.1387,0.009,2004,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,54.6966,-123.8621,0.2,2010,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,51.659400000000005,-124.9294,0.009,2004,06,Bella Coola,Cariboo,41.0,8060975.0,1
Person,49.4065,-119.7007,0.009,2003,10,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,49.739,-123.9017,0.1,2003,07,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,50.386700000000005,-121.4182,0.2,2009,09,Whistler,Thompson-Nicola,33.0,4444942.0,1
Person,48.5807,-123.6311,0.009,2016,07,Vancouver,Cowichan Valley,19.0,347452.0,0
Lightning,55.019400000000005,-124.5346,0.64,2018,06,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Unknown,58.8725,-123.8192,0.01,2007,08,Fort Nelson,Northern Rockies,59.0,8511107.0,0
Lightning,53.033,-125.232,2.5,2010,07,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.071000000000005,-120.8033,3.9,2018,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,49.087900000000005,-121.697,0.009,2013,08,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,49.3505,-118.9904,0.002,2005,08,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,50.904500000000006,-118.9567,0.009,2004,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.5433,-120.3631,0.009,2004,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.1314,-122.6926,0.4,2015,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.046,-119.5099,460.0,2015,07,Penticton,Central Okanagan,35.0,290486.0,1
Lightning,58.7287,-122.8438,1.6,2017,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,50.3652,-115.8628,4.9,2012,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.3517,-118.1851,0.194,2017,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.853,-122.3231,0.009,2018,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.0628,-120.7335,0.009,2014,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.6202,-117.6548,30.0,2001,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,58.8389,-123.4772,0.009,2005,09,Fort Nelson,Northern Rockies,59.0,8511107.0,0
Person,51.592400000000005,-119.77,0.009,2003,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,53.8016,-125.983,1.5,2004,04,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,50.6503,-115.6074,7.5,2013,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.8171,-118.6375,0.009,2018,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,50.1498,-120.8405,0.009,2015,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,56.67,-121.23,0.009,2009,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,53.7443,-121.2758,0.009,2004,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.9474,-118.2632,0.009,2003,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,53.9885,-126.3535,0.4,2007,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,49.304300000000005,-124.8426,0.001,2006,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Unknown,55.488600000000005,-127.7484,7.31,2008,04,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Lightning,53.942800000000005,-124.3771,6.0,2018,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.3866,-116.0325,0.1,2007,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,53.8192,-124.0154,0.04,2018,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.566500000000005,-119.3476,0.009,2010,07,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Person,49.8102,-123.1982,0.009,2015,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,52.7293,-125.1,1200.0,2013,07,Bella Coola,Cariboo,41.0,8060975.0,1
Person,52.001000000000005,-123.1538,0.8,2001,05,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,59.4433,-123.7558,0.2,2015,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.9217,-118.5833,0.1,2006,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,49.1966,-120.537,0.009,2014,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,50.336400000000005,-120.3715,0.6,2014,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.154500000000006,-116.699,0.2,2002,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.35,-120.5833,0.3,2003,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,49.0651,-125.6174,0.009,2018,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,50.555,-118.4733,0.009,2009,09,Nakusp,North Okanagan,37.0,750260.0,1
Person,52.1033,-124.067,0.1,2004,08,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,53.180400000000006,-124.8136,0.009,2001,08,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,50.6454,-119.6994,0.009,2009,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.459700000000005,-121.3536,0.009,2002,08,Whistler,Thompson-Nicola,33.0,4444942.0,1
Person,49.788,-119.4992,0.009,2002,07,Penticton,Central Okanagan,35.0,290486.0,0
Lightning,59.368,-123.051,2.0,2011,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,56.342200000000005,-127.8703,0.2,2004,06,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.0577,-118.5915,0.009,2002,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,56.8815,-121.5127,7.8,2015,06,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,52.1599,-121.2916,0.009,2002,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,58.5655,-122.8535,0.036,2014,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,54.517700000000005,-122.7133,0.4,2015,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,52.3769,-121.3336,0.009,2013,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,57.043400000000005,-131.2401,102.0,2019,07,Dease Lake,Kitimat-Stikine,49.0,10446461.0,1
Unknown,52.4808,-125.2562,0.1,2003,04,Bella Coola,Cariboo,41.0,8060975.0,0
Person,50.168400000000005,-125.1046,0.009,2018,03,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,50.7978,-117.6662,0.06,2017,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,50.253800000000005,-118.9755,0.05,2008,07,Penticton,North Okanagan,37.0,750260.0,0
Lightning,55.4883,-125.295,243.0,2006,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
