FIRE_CAUSE,LATITUDE,LONGITUDE,SIZE_HA,Year,Month,Weather City,Region Name,Region Number,Region Area,Lightning Dummy
Lightning,51.969,-122.8161,0.009,2005,05,Williams Lake,Cariboo,41.0,8060975.0,1
Person,56.0994,-120.6907,897.0,2016,04,Dawson Creek,Peace River,55.0,11738755.0,0
Person,59.9168,-133.1528,0.1,2010,08,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,52.8083,-124.6315,0.3,2007,07,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,50.1195,-126.0778,0.009,2009,07,Tofino,Comox + Strathacona,25.0,1997796.0,1
Lightning,49.5339,-117.8237,0.009,2002,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Unknown,52.4371,-126.3802,0.15,2018,04,Bella Coola,Central Coast,45.0,2449185.0,0
Person,50.4833,-127.55,0.009,2002,11,Port Hardy,Mount Waddington,43.0,2024427.0,0
Person,50.3795,-122.7119,0.009,2015,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,52.9851,-122.889,0.2,2005,05,Prince George,Cariboo,41.0,8060975.0,0
Person,49.0027,-116.5818,0.06,2012,09,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,53.3211,-123.9986,0.009,2009,07,Prince George,Cariboo,41.0,8060975.0,0
Lightning,49.093700000000005,-119.0762,0.3,2015,06,Penticton,Kooteny Boundary,5.0,808452.0,1
Person,50.0256,-120.85,0.15,2009,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.099900000000005,-118.1136,0.009,2009,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,50.7612,-119.7254,2.44,2003,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.4771,-119.3515,0.8,2006,04,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Lightning,50.0584,-123.0302,0.009,2019,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,49.7768,-120.7232,0.009,2009,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.0901,-120.5062,2.4,2015,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.7058,-118.3179,1.1,2009,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,48.4371,-123.2505,0.1,2014,07,Vancouver,Capital,17.0,234048.99999999997,0
Lightning,50.724,-117.6969,0.009,2017,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.1223,-120.9846,0.009,2014,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.69,-116.1128,0.009,2002,08,Golden,East Kootenay,1.0,2754184.0,1
Person,52.0183,-122.6039,0.009,2004,07,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.869800000000005,-117.8769,0.2,2007,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,52.201800000000006,-119.7702,0.009,2008,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,58.216800000000006,-131.9259,28000.0,2010,06,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,52.4031,-119.0922,0.2,2014,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,54.132000000000005,-122.199,0.009,2003,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,51.049600000000005,-118.213,0.02,2017,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,0
Lightning,53.5047,-120.63,0.003,2006,07,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Lightning,59.5564,-121.4399,0.01,2004,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.2413,-121.3502,12.2,2013,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,56.2032,-121.4882,50.0,2011,10,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,51.889,-122.3825,0.009,2004,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,55.2117,-120.81,0.009,2010,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,59.3381,-122.5749,1.7,2012,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.540600000000005,-120.7599,0.009,2003,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,52.4833,-120.1633,360.0,2004,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,52.2194,-122.0938,0.2,2008,04,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.1246,-119.8032,0.009,2009,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,49.4602,-123.4982,0.009,2019,07,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,49.1865,-119.108,0.1,2010,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Person,49.2633,-121.2058,0.001,2005,09,Penticton,Fraser Valley,9.0,1333528.0,0
Lightning,53.9864,-122.3144,0.05,2003,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,49.3183,-124.6717,0.009,2009,06,Tofino,Nanaimo,21.0,203804.0,0
Lightning,50.112300000000005,-118.9267,0.1,2009,09,Penticton,North Okanagan,37.0,750260.0,1
Lightning,54.3632,-122.5189,0.009,2006,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,49.0745,-119.4428,0.009,2002,10,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,53.1069,-125.0857,0.8,2012,07,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.9735,-122.3611,4.6000000000000005,2007,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.792,-121.399,0.6,2009,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.65,-116.95,0.009,2001,08,Golden,Central Kootenay,3.0,2209494.0,1
Lightning,52.5337,-123.2672,0.4,2003,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.5517,-115.2818,209.0,2003,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,53.2999,-121.4375,0.6,2014,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.153000000000006,-115.6637,4.4,2017,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,49.251000000000005,-122.1928,0.009,2012,09,Vancouver,Fraser Valley,9.0,1333528.0,1
Unknown,49.623000000000005,-119.6763,0.009,2011,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,54.7989,-127.1132,1.0,2003,04,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,53.8281,-124.1714,0.009,2012,08,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.6635,-121.3456,1.0,2003,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Person,50.7542,-120.5876,2.46,2006,06,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.008300000000006,-118.1,0.2,2008,07,Nakusp,Kooteny Boundary,5.0,808452.0,1
Person,50.306,-117.8368,0.009,2017,10,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,49.828300000000006,-115.7717,0.001,2005,04,Sparwood,East Kootenay,1.0,2754184.0,0
Unknown,50.2336,-121.0325,0.009,2019,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.3035,-122.8466,0.05,2013,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Person,49.105700000000006,-120.6652,0.001,2004,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,52.0337,-120.6839,407.0,2018,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.0913,-116.7595,1.0,2004,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.8632,-115.728,0.002,2015,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.6094,-118.2267,0.009,2007,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,49.8517,-123.1662,0.009,2016,08,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,49.6439,-124.057,1.5,2006,07,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,51.6972,-122.2228,0.009,2008,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,56.452000000000005,-121.83,0.1,2006,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.6071,-117.53,0.2,2015,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,52.6546,-121.9325,16.0,2018,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,52.616800000000005,-119.1242,0.009,2004,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.9405,-119.3426,0.009,2013,08,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Person,50.653000000000006,-120.0387,0.8,2020,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,56.0335,-122.1641,1.84,2020,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,49.971900000000005,-120.6956,0.009,2020,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,49.3706,-121.5497,0.1,2020,04,Whistler,Fraser Valley,9.0,1333528.0,0
Person,50.642700000000005,-121.8994,0.6,2020,03,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,50.2945,-121.5606,0.009,2020,04,Whistler,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.406200000000005,-115.9601,0.009,2001,07,Sparwood,East Kootenay,1.0,2754184.0,1
Person,55.215700000000005,-127.4724,0.05,2020,05,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Person,50.250600000000006,-118.7399,0.36,2020,05,Nakusp,North Okanagan,37.0,750260.0,0
Person,55.6184,-122.0521,10.0,2020,05,Prince George,Peace River,55.0,11738755.0,0
Lightning,50.9558,-118.5491,0.009,2003,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,54.0719,-122.471,0.2,2020,04,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,49.5191,-121.8687,0.009,2007,08,Whistler,Fraser Valley,9.0,1333528.0,0
Lightning,49.6126,-121.9438,0.01,2004,05,Whistler,Fraser Valley,9.0,1333528.0,1
Lightning,50.421800000000005,-116.7318,125.0,2004,07,Golden,Central Kootenay,3.0,2209494.0,1
Person,50.7434,-121.8861,0.8,2020,03,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,50.1054,-121.5584,0.04,2020,03,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,50.5754,-121.3,5.9,2020,03,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,49.526900000000005,-115.6182,0.009,2020,05,Sparwood,East Kootenay,1.0,2754184.0,0
Person,50.3034,-122.5955,0.017,2020,04,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,51.1553,-116.7979,0.009,2020,03,Golden,Columbia-Shuswap,39.0,2892919.0,0
Person,49.023900000000005,-116.4423,0.8,2020,03,Sparwood,Central Kootenay,3.0,2209494.0,0
Person,54.7985,-127.0588,0.2,2020,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,50.9172,-116.6711,0.005,2015,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,54.401500000000006,-126.0273,2.0,2003,04,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,49.8864,-118.1481,0.009,2002,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.4723,-121.9969,0.15,2019,06,Whistler,Fraser Valley,9.0,1333528.0,0
Person,49.2826,-121.9123,1.5,2019,03,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,49.7669,-125.6456,0.009,2012,08,Tofino,Comox + Strathacona,25.0,1997796.0,1
Unknown,49.6846,-119.8344,0.009,2015,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,51.9562,-120.9368,0.1,2013,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,55.2835,-123.1087,1.3,2005,04,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,53.3667,-124.4833,250.0,2002,06,Prince George,Cariboo,41.0,8060975.0,1
Lightning,50.854600000000005,-116.1991,0.009,2013,08,Golden,East Kootenay,1.0,2754184.0,1
Lightning,55.319300000000005,-127.7779,0.9,2013,09,Smithers,Kitimat-Stikine,49.0,10446461.0,1
Lightning,50.930800000000005,-118.2352,0.009,2001,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.8145,-119.6107,0.3,2006,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.6384,-116.2653,0.1,2012,08,Golden,East Kootenay,1.0,2754184.0,1
Lightning,49.673,-125.5858,0.009,2018,08,Tofino,Comox + Strathacona,25.0,1997796.0,1
Lightning,52.4362,-120.8233,2.5,2015,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,51.744800000000005,-124.45,0.1,2004,06,Whistler,Cariboo,41.0,8060975.0,1
Lightning,51.5154,-119.9408,0.009,2006,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,52.4652,-125.2985,0.01,2005,05,Bella Coola,Cariboo,41.0,8060975.0,0
Person,50.7577,-121.8348,0.2,2008,04,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,54.215500000000006,-124.6692,0.009,2014,08,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.5736,-121.3009,0.009,2016,04,Whistler,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.2422,-120.184,0.2,2014,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.8945,-121.0106,0.009,2013,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,52.7756,-119.2582,0.01,2004,05,Golden,Fraser-Fort George,53.0,5067610.0,0
Lightning,49.2422,-120.6455,0.009,2006,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,52.2914,-119.158,0.009,2010,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Person,50.6246,-119.926,0.009,2017,10,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.5454,-120.6906,0.009,2018,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,48.9159,-124.3583,0.009,2020,06,Vancouver,Cowichan Valley,19.0,347452.0,0
Person,49.9622,-123.2993,0.009,2020,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,50.0992,-121.5316,1.9,2020,06,Whistler,Thompson-Nicola,33.0,4444942.0,1
Person,50.427600000000005,-121.6803,0.03,2020,06,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,49.209,-118.9351,0.1,2020,04,Penticton,Kooteny Boundary,5.0,808452.0,0
Person,49.357600000000005,-124.509,0.1,2020,05,Tofino,Nanaimo,21.0,203804.0,0
Lightning,53.8008,-121.3603,0.009,2003,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,51.9987,-123.1554,0.34,2020,04,Williams Lake,Cariboo,41.0,8060975.0,0
Person,49.257200000000005,-124.7583,0.3,2018,05,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,49.4318,-120.3631,0.1,2006,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,55.6034,-121.5734,1.3,2009,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.262,-119.6771,0.5,2002,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Unknown,55.1249,-127.3325,0.4,2014,05,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Lightning,58.965900000000005,-121.018,0.78,2008,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Unknown,49.732600000000005,-124.958,0.1,2008,07,Tofino,Comox + Strathacona,25.0,1997796.0,0
Person,49.866800000000005,-116.9135,1.5,2002,05,Nakusp,Central Kootenay,3.0,2209494.0,0
Person,49.0807,-121.914,0.1,2008,07,Vancouver,Fraser Valley,9.0,1333528.0,0
Person,53.227700000000006,-119.9991,3.5,2016,04,Williams Lake,Fraser-Fort George,53.0,5067610.0,0
Lightning,52.6664,-120.9265,0.009,2004,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.640800000000006,-115.3872,0.009,2006,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.3677,-124.906,30.0,2016,07,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,53.5519,-124.8193,0.009,2010,07,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,52.1021,-119.3175,0.009,2006,07,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Person,49.2895,-124.8274,0.3,2013,08,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,49.1097,-119.4916,0.009,2010,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,49.3983,-115.365,0.1,2001,05,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,52.373000000000005,-119.1712,0.009,2012,08,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,53.3324,-122.899,0.009,2013,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.831900000000005,-117.4838,0.75,2003,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,51.1764,-118.2606,0.045,2017,09,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,58.6745,-122.96,0.009,2018,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,52.822300000000006,-119.2417,0.009,2014,05,Golden,Fraser-Fort George,53.0,5067610.0,0
Lightning,53.4517,-123.7198,60.0,2005,05,Prince George,Cariboo,41.0,8060975.0,1
Person,52.9675,-122.7315,3.3000000000000003,2007,05,Prince George,Cariboo,41.0,8060975.0,0
Lightning,52.2397,-118.5641,0.02,2003,09,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,51.348600000000005,-119.3912,0.4,2009,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Unknown,49.0717,-115.1058,0.5,2008,07,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,59.8175,-122.3033,0.8,2003,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,50.0086,-119.3321,0.009,2009,06,Penticton,Central Okanagan,35.0,290486.0,0
Person,50.7406,-119.7592,0.009,2004,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.0949,-117.8563,0.009,2009,07,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,49.9598,-117.2299,0.01,2011,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,56.114,-122.308,0.05,2016,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,54.2424,-126.2667,94.0,2018,06,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,53.5821,-126.7233,437.0,2015,06,Bella Coola,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,57.037000000000006,-120.3972,0.1,2008,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,59.820600000000006,-123.5163,0.009,2016,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,49.950300000000006,-122.3208,2.0,2009,08,Whistler,Fraser Valley,9.0,1333528.0,1
Person,53.9862,-124.5055,2.7,2004,04,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,52.5,-122.4299,0.009,2009,05,Williams Lake,Cariboo,41.0,8060975.0,0
Person,49.5365,-115.6375,20.1,2009,06,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.6015,-117.6215,0.3,2006,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,53.334500000000006,-122.0848,20.0,2004,09,Prince George,Cariboo,41.0,8060975.0,0
Person,49.3725,-123.2624,0.009,2011,08,Vancouver,Greater Vancouver,15.0,288268.0,0
Person,52.7976,-119.2425,0.009,2010,07,Golden,Fraser-Fort George,53.0,5067610.0,0
Person,50.2791,-120.5219,0.1,2006,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.3336,-121.663,0.1,2005,04,Whistler,Thompson-Nicola,33.0,4444942.0,0
Lightning,55.083400000000005,-123.7943,1.3,2015,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.1565,-118.8018,10.0,2008,07,Nakusp,North Okanagan,37.0,750260.0,0
Lightning,55.1118,-124.7133,0.2,2017,08,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,50.586400000000005,-121.8495,2.6,2017,03,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,49.6602,-121.0171,0.2,2017,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,57.267,-121.0,3.5,2003,06,Dawson Creek,Peace River,55.0,11738755.0,1
Unknown,50.5338,-122.1428,2.0,2010,07,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,51.271,-118.2823,0.009,2014,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.1302,-117.8501,0.009,2008,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Person,50.6467,-119.9291,0.2,2005,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,54.288700000000006,-122.5103,0.2,2017,05,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.5458,-117.9893,0.009,2009,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,52.122800000000005,-118.2136,63.0,2018,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,49.500800000000005,-123.7251,0.06,2006,05,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,55.4805,-121.9724,0.009,2018,06,Prince George,Peace River,55.0,11738755.0,1
Person,49.1863,-125.0681,0.4,2016,09,Tofino,Alberni-Clayquot,23.0,658915.0,0
Person,55.281200000000005,-121.3895,0.4,2010,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,53.9208,-123.6393,0.001,2003,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.678,-118.6938,0.2,2003,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,53.8,-124.5236,1.5,2018,09,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.404500000000006,-120.2051,0.009,2019,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,49.1036,-116.4982,0.01,2007,06,Nakusp,Central Kootenay,3.0,2209494.0,0
Lightning,49.1897,-119.4248,0.009,2016,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,54.8789,-127.3233,0.009,2004,06,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.049400000000006,-119.5424,0.009,2015,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,54.0256,-122.0514,0.009,2003,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,53.9138,-124.3915,0.04,2010,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,54.0949,-123.6939,0.009,2005,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,55.7486,-120.0404,0.9,2014,07,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.554300000000005,-124.9347,0.009,2003,08,Tofino,Comox + Strathacona,25.0,1997796.0,1
Lightning,49.8515,-121.2827,0.009,2012,08,Whistler,Fraser Valley,9.0,1333528.0,1
Lightning,52.044700000000006,-121.3881,0.009,2009,06,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.7425,-120.56,156.0,2017,06,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,49.8584,-119.2704,0.8,2008,07,Penticton,Central Okanagan,35.0,290486.0,0
Person,49.5125,-115.9594,0.2,2002,09,Sparwood,East Kootenay,1.0,2754184.0,0
Person,54.141000000000005,-125.3667,0.009,2018,10,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,49.8507,-120.6678,0.009,2004,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.793,-121.4902,0.2,2002,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,50.703300000000006,-116.1388,0.009,2002,09,Golden,East Kootenay,1.0,2754184.0,0
Lightning,51.7499,-120.5044,0.009,2007,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.6476,-118.8822,0.25,2008,07,Nakusp,North Okanagan,37.0,750260.0,1
Person,51.9817,-122.6153,3.6,2013,04,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,50.4589,-116.1126,0.01,2015,08,Golden,East Kootenay,1.0,2754184.0,1
Person,49.328300000000006,-118.4643,0.009,2002,06,Nakusp,Kooteny Boundary,5.0,808452.0,0
Person,49.4418,-124.7099,0.01,2007,06,Tofino,Nanaimo,21.0,203804.0,0
Lightning,49.323800000000006,-117.7274,0.009,2005,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.142300000000006,-120.6449,0.3,2004,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,50.5747,-120.2146,7.2,2011,03,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,59.3748,-123.1317,0.1,2010,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Unknown,50.2183,-119.1948,1.0,2017,05,Penticton,North Okanagan,37.0,750260.0,0
Person,54.084900000000005,-125.1082,0.1,2013,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,51.125,-120.2783,0.009,2002,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,51.9919,-123.1473,0.1,2006,07,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.6844,-121.0655,3.0,2015,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,49.099700000000006,-124.0394,0.009,2012,07,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,53.8881,-122.2819,0.009,2018,06,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,49.0998,-121.8081,0.009,2012,10,Vancouver,Fraser Valley,9.0,1333528.0,0
Person,52.109100000000005,-121.9919,0.009,2015,03,Williams Lake,Cariboo,41.0,8060975.0,0
Person,49.0764,-118.6615,0.5,2005,09,Penticton,Kooteny Boundary,5.0,808452.0,0
Person,49.104,-123.9832,0.009,2008,08,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,50.9981,-119.3681,0.009,2006,09,Penticton,Columbia-Shuswap,39.0,2892919.0,1
Person,52.2518,-122.2487,0.009,2006,10,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.6131,-118.4681,303.0,2015,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,52.694500000000005,-120.9861,0.009,2014,08,Williams Lake,Cariboo,41.0,8060975.0,1
